time(s);clutchPressed;brakePressed;steeringWheelButtons;shiftLeverPos;engineTemp;wheel1;wheel2;wheel3;wheel4;speed;engineRpm;range;fuelLevel1;fuelLevel2;engineTorque;batteryVoltage;avgCons;avgSpeed;throttlePercent;steeringPos;
568.38;0;0;0;0;2F;4B;4B;4B;4B;4B;570;1BA;13.6;24.8;7.5;14.5;5.5;77.1;0.1185;-0.0046;
568.63;0;0;0;0;2F;4B;4B;4B;4B;4B;574;1BA;13.6;24.8;5.5;14.5;5.5;77.1;0.1185;-0.0124;
568.88;0;0;0;0;2F;4B;4B;4B;4B;4B;56A;1BA;13.7;24.8;4.0;14.5;5.5;77.1;0.1027;-0.0124;
569.13;0;0;0;0;2F;4B;4B;4B;4B;4B;570;1BA;13.7;24.8;2.0;14.5;5.5;77.1;0.1027;-0.0123;
569.38;0;0;0;0;2E;4B;4B;4B;4B;4B;570;1BA;13.7;24.7;2.0;14.5;5.5;77.1;0.1027;-0.0113;
569.63;0;0;0;0;2E;4B;4B;4B;4B;4B;56D;1BA;13.7;24.7;2.5;14.5;5.5;77.1;0.1027;-0.0108;
569.88;0;0;0;0;2E;4B;4B;4B;4B;4B;56E;1BA;13.7;24.7;2.0;14.5;5.5;77.1;0.1027;-0.0117;
570.13;0;0;0;0;2E;4B;4A;4B;4A;4B;568;1BA;13.6;25.0;-4.0;14.5;5.5;77.1;-0.0001;-0.0151;
570.38;0;0;0;0;2E;4B;4A;4B;4A;4B;568;1BA;13.6;25.0;-20.0;14.5;5.5;77.1;-0.0001;-0.0195;
570.63;0;0;0;0;2E;4B;4A;4A;4A;4B;56B;1BA;13.6;25.1;-22.0;14.5;5.5;77.1;0.1343;-0.0248;
570.88;0;0;0;0;2F;4B;4B;4A;4A;4B;56B;1BA;13.8;24.2;4.5;14.5;5.5;77.1;0.1383;-0.0250;
571.13;0;0;0;0;2F;4B;4A;4A;4A;4B;564;1BA;13.8;24.2;-8.0;14.5;5.5;77.1;-0.0001;-0.0254;
571.38;0;0;0;0;2E;4B;4A;4A;4A;4B;561;1BA;14.0;23.7;-24.5;14.5;5.5;77.1;-0.0001;-0.0255;
571.63;0;0;0;0;2E;4A;4A;4A;4A;4A;562;1BA;14.0;23.7;-41.0;14.5;5.5;77.1;-0.0001;-0.0252;
571.88;0;0;0;0;2F;4A;4A;4A;4A;4A;55E;1BA;14.1;23.6;-41.5;14.5;5.5;77.1;-0.0001;-0.0233;
572.15;0;0;0;0;2E;4A;4A;4A;4A;4A;558;1BA;14.2;23.1;-41.5;14.5;5.5;77.1;-0.0001;-0.0204;
572.40;0;0;0;0;2E;4A;4A;4A;49;4A;558;1BA;14.2;23.1;-42.0;14.5;5.5;77.1;-0.0001;-0.0205;
572.65;0;0;0;0;2E;4A;49;49;49;4A;556;1BA;14.4;22.5;-42.0;14.5;5.5;77.1;-0.0001;-0.0195;
572.90;0;0;0;0;2E;49;49;49;49;49;553;1BA;14.4;22.6;-42.0;14.5;5.5;77.1;-0.0001;-0.0186;
573.15;0;0;0;0;2E;49;49;49;49;49;54F;1BA;14.4;22.6;-42.0;14.5;5.5;77.1;-0.0001;-0.0188;
573.40;0;0;0;0;2E;49;49;49;49;49;54B;1BA;14.4;22.6;-42.0;14.5;5.5;77.1;-0.0001;-0.0184;
573.65;1;0;0;0;2E;49;49;49;49;49;4C5;1BA;14.5;22.4;-41.0;14.5;5.5;77.1;-0.0001;-0.0166;
573.90;1;0;0;0;2E;49;49;49;49;49;3CF;1BA;14.5;22.3;-40.0;14.5;5.5;77.1;-0.0000;-0.0152;
574.15;1;0;0;0;2E;49;49;49;49;49;4E6;1BA;14.5;22.3;156.5;14.5;5.5;77.1;0.5020;-0.0149;
574.40;1;0;0;0;2E;49;49;49;49;49;706;1BA;14.6;22.1;10.0;14.5;5.5;77.1;0.0158;-0.0124;
574.65;1;0;0;0;2E;49;49;49;49;49;5E4;1BA;14.6;22.1;-32.5;14.5;5.5;77.1;-0.0001;-0.0119;
574.90;1;0;0;0;2E;49;49;49;48;49;662;1BA;14.5;22.1;-42.5;14.5;5.5;77.1;-0.0001;-0.0119;
575.15;0;0;0;0;2E;48;48;48;48;48;660;1BA;14.4;22.7;-44.0;14.5;5.5;77.1;-0.0001;-0.0110;
575.40;0;0;0;0;2E;48;48;48;48;48;65C;1BA;14.4;22.7;-44.0;14.5;5.5;77.1;-0.0001;-0.0087;
575.65;0;0;0;0;2E;48;48;48;48;48;658;1BA;14.4;23.2;-43.5;14.5;5.5;77.1;-0.0001;-0.0087;
575.90;0;0;0;0;2E;48;48;47;47;48;655;1BA;14.2;23.3;-43.5;14.5;5.5;77.1;-0.0001;-0.0098;
576.15;0;0;0;0;2E;48;47;47;47;48;651;1BA;14.2;23.3;-43.5;14.5;5.5;77.1;-0.0001;-0.0113;
576.40;0;0;0;0;2E;47;47;47;47;47;64C;1BA;14.0;23.9;-43.0;14.5;5.5;77.1;-0.0001;-0.0112;
576.65;0;0;0;0;2E;47;47;47;47;47;649;1BA;14.0;23.9;-43.0;14.5;5.5;77.1;-0.0001;-0.0112;
576.90;0;0;0;0;2E;47;47;47;47;47;648;1BA;14.0;24.2;-43.0;14.5;5.5;77.1;-0.0001;-0.0099;
577.16;0;0;0;0;2E;47;47;47;47;47;642;1BA;13.9;24.3;-42.5;14.5;5.5;77.1;-0.0001;-0.0098;
577.41;0;0;0;0;2E;47;47;47;46;47;63F;1BA;13.9;24.3;-42.5;14.5;5.5;77.1;-0.0001;-0.0085;
577.66;0;0;0;0;2E;46;46;46;46;47;639;1BA;13.8;24.9;-42.5;14.5;5.5;77.1;-0.0001;-0.0074;
577.91;0;0;0;0;2E;46;46;46;46;47;636;1BA;13.8;24.9;-42.5;14.5;5.5;77.1;-0.0001;-0.0055;
578.16;0;0;0;0;2E;46;46;46;46;46;634;1BA;13.8;25.1;-42.5;14.5;5.5;77.1;-0.0001;-0.0021;
578.41;0;0;0;0;2E;46;46;46;46;46;633;1BA;13.8;25.1;-42.5;14.5;5.5;77.1;-0.0001;0.0027;
578.66;0;0;0;0;2E;46;46;46;46;46;630;1BA;13.7;25.4;-42.5;14.5;5.5;77.1;-0.0001;0.0010;
578.91;0;0;0;0;2E;46;46;46;46;46;62F;1BA;13.6;25.8;-42.5;14.5;5.5;77.1;-0.0001;-0.0012;
579.16;0;0;0;0;2E;46;46;46;46;46;62E;1BA;13.6;25.8;-42.5;14.5;5.5;77.1;-0.0001;-0.0046;
579.41;0;0;0;0;2E;46;46;46;46;46;62C;1BA;13.5;26.1;-42.5;14.5;5.5;77.1;-0.0001;-0.0094;
579.66;0;0;0;0;2E;46;46;46;46;46;62A;1BA;13.4;25.9;-42.5;14.5;5.5;77.1;-0.0001;-0.0095;
579.91;0;0;0;0;2E;46;45;46;46;46;629;1BA;13.4;25.9;-42.5;14.5;5.5;77.1;-0.0001;-0.0088;
580.16;0;0;0;0;2E;46;45;46;46;46;629;1BA;13.5;25.9;-42.5;14.5;5.5;77.1;-0.0001;-0.0080;
580.41;0;0;0;0;2E;46;45;45;45;46;627;1BA;13.5;25.9;-42.0;14.5;5.5;77.1;-0.0001;-0.0080;
580.66;0;0;0;0;2E;46;46;46;45;46;627;1BA;13.5;26.0;-42.0;14.5;5.5;77.1;-0.0001;-0.0085;
580.91;0;0;0;0;2E;46;46;45;45;46;624;1BA;13.5;26.1;-42.0;14.5;5.5;77.1;-0.0001;-0.0094;
581.16;0;0;0;0;2E;46;46;45;45;46;625;1BA;13.5;26.1;-42.0;14.5;5.5;77.1;-0.0001;-0.0105;
581.41;0;0;0;0;2E;46;45;46;45;46;625;1BA;13.5;25.9;-42.0;14.5;5.5;77.1;-0.0001;-0.0133;
581.66;0;0;0;0;2E;46;45;46;45;46;626;1BA;13.5;25.9;-42.0;14.5;5.5;77.1;-0.0001;-0.0140;
581.91;0;0;0;0;2E;46;45;45;45;46;622;1BA;13.5;25.9;-42.0;14.5;5.5;77.1;-0.0001;-0.0140;
582.19;0;0;0;0;2E;46;45;45;45;46;623;1BA;13.5;25.9;-42.0;14.5;5.5;77.1;-0.0001;-0.0142;
582.44;0;0;0;0;2E;46;46;45;45;46;624;1BA;13.5;25.8;-42.0;14.5;5.5;77.1;-0.0001;-0.0117;
582.69;0;0;0;0;2E;46;46;45;45;46;626;1BA;13.6;25.4;-42.0;14.5;5.5;77.1;-0.0001;-0.0110;
582.94;0;1;0;0;2E;46;46;45;45;46;625;1BA;13.6;25.4;-42.0;14.5;5.5;77.1;-0.0001;-0.0098;
583.19;0;0;0;0;2E;45;46;45;45;46;625;1BA;13.7;25.4;-42.0;14.5;5.5;77.1;-0.0001;-0.0094;
583.44;0;1;0;0;2E;45;45;45;45;45;61C;1BA;13.7;25.4;-42.0;14.5;5.5;77.1;-0.0001;-0.0085;
583.69;0;1;0;0;2E;45;45;44;44;45;613;1BA;13.7;25.3;-42.0;14.5;5.5;77.1;-0.0001;-0.0078;
583.94;0;1;0;0;2E;44;44;44;44;44;606;1BA;13.8;25.5;-42.0;14.4;5.5;77.1;-0.0001;-0.0069;
584.19;0;1;0;0;2E;44;44;44;44;44;603;1BA;13.8;25.5;-41.5;14.5;5.5;77.1;-0.0001;-0.0067;
584.44;0;1;0;0;2E;44;44;44;44;44;601;1BA;13.9;25.8;-42.0;14.5;5.5;77.1;-0.0001;-0.0066;
584.69;0;1;0;0;2E;44;44;44;43;44;5FE;1BA;14.0;25.6;-42.0;14.5;5.5;77.1;-0.0001;-0.0063;
584.94;0;1;0;0;2E;43;43;43;43;44;5F5;1BA;14.0;25.6;-42.0;14.5;5.5;77.1;-0.0001;-0.0062;
585.19;0;1;0;0;2E;43;43;43;43;43;5EC;1BA;14.0;25.9;-41.5;14.5;5.5;77.1;-0.0001;-0.0056;
585.44;0;1;0;0;2E;42;42;42;42;43;5DC;1BA;14.0;25.9;-41.5;14.5;5.5;77.1;-0.0001;-0.0060;
585.69;0;1;0;0;2E;42;42;42;42;42;5D3;1BA;14.2;26.3;-41.5;14.5;5.5;77.1;-0.0001;-0.0066;
585.94;0;1;0;0;2E;41;41;41;41;41;5C2;1BA;14.2;26.3;-41.5;14.5;5.5;77.1;-0.0001;-0.0071;
586.19;0;1;0;0;2E;41;41;40;40;41;5B6;1BA;14.4;26.5;-41.5;14.5;5.5;77.1;-0.0001;-0.0078;
586.44;0;1;0;0;2E;40;40;40;40;40;5A6;1BA;14.4;26.5;-41.5;14.5;5.5;77.1;-0.0001;-0.0080;
586.69;0;1;0;0;2E;3F;3F;3F;3F;40;59E;1BA;14.4;27.0;-41.5;14.5;5.5;77.1;-0.0001;-0.0080;
586.94;0;1;0;0;2E;3F;3F;3F;3F;3F;58D;1BA;14.6;27.6;-41.5;14.5;5.5;77.1;-0.0001;-0.0078;
587.20;0;1;0;0;2E;3E;3E;3E;3E;3E;582;1BA;14.6;27.6;-41.5;14.5;5.5;77.1;-0.0001;-0.0076;
587.45;0;1;0;0;2E;3E;3E;3D;3D;3E;56F;1BA;14.8;28.0;-41.5;14.5;5.5;77.1;-0.0001;-0.0073;
587.70;0;1;0;0;2E;3D;3D;3D;3D;3D;567;1BA;14.9;28.2;-41.5;14.5;5.5;77.1;-0.0001;-0.0067;
587.95;0;1;0;0;2E;3C;3C;3C;3C;3C;554;1BA;14.9;28.2;-41.5;14.5;5.5;77.1;-0.0001;-0.0066;
588.20;0;1;0;0;2E;3C;3C;3B;3B;3C;547;1BA;15.0;28.5;-41.5;14.5;5.5;77.1;-0.0001;-0.0063;
588.45;0;1;0;0;2E;3B;3B;3B;3A;3B;533;1BA;15.0;28.5;-41.5;14.5;5.5;77.1;-0.0001;-0.0060;
588.70;0;1;0;0;2E;3A;3A;3A;3A;3A;525;1BA;15.1;29.0;-41.5;14.5;5.5;77.1;-0.0001;-0.0055;
588.95;0;1;0;0;2E;39;39;39;39;39;510;1BA;15.2;29.6;-41.5;14.5;5.5;77.1;-0.0001;-0.0046;
589.20;0;1;0;0;2E;38;38;38;38;39;502;1BA;15.2;29.6;-41.5;14.5;5.5;77.1;-0.0001;-0.0044;
589.45;0;1;0;0;2E;38;37;38;38;38;4ED;1BA;15.3;29.7;-42.0;14.5;5.5;77.1;-0.0001;-0.0044;
589.70;0;1;0;0;2E;37;37;37;37;37;4E0;1BA;15.3;30.2;-42.0;14.5;5.5;77.1;-0.0001;-0.0039;
589.95;0;1;0;0;2E;36;36;36;36;36;4C9;1BA;15.3;30.2;-41.5;14.5;5.5;77.1;-0.0001;-0.0020;
590.20;0;1;0;0;2E;35;35;35;35;35;4BA;1BA;15.3;30.2;-41.5;14.5;5.5;77.1;-0.0001;0.0005;
590.45;0;1;0;0;2E;35;35;34;34;35;4A5;1BA;15.2;30.4;-41.5;14.5;5.5;77.1;-0.0001;0.0007;
590.70;0;1;0;0;2E;34;34;34;34;34;49A;1BA;15.2;30.7;-41.5;14.5;5.5;77.1;-0.0001;0.0014;
590.95;0;1;0;0;2E;34;34;34;33;34;496;1BA;15.2;30.7;-42.0;14.5;5.5;77.1;-0.0001;0.0021;
591.20;0;1;0;0;2E;34;34;34;34;34;495;1BA;15.2;31.0;-42.0;14.5;5.5;77.1;-0.0001;0.0024;
591.45;0;1;0;0;2E;33;34;33;34;34;494;1BC;15.2;31.0;-42.0;14.5;5.5;77.1;-0.0001;0.0024;
591.70;0;1;0;0;2E;33;33;33;33;33;48C;1BC;14.8;30.4;-42.0;14.5;5.5;77.1;-0.0001;0.0024;
591.95;0;1;0;0;2E;33;33;33;33;33;484;1BC;14.7;30.5;-42.5;14.5;5.5;77.1;-0.0001;0.0023;
592.21;1;0;0;0;2E;33;33;33;33;33;484;1BC;14.7;30.5;-42.0;14.5;5.5;77.1;-0.0001;0.0027;
592.46;1;0;0;0;2E;33;33;33;33;33;35C;1BC;14.5;30.6;12.0;14.5;5.5;77.1;-0.0039;0.0016;
592.71;1;0;0;0;2E;34;34;34;34;34;371;1BC;14.1;29.8;143.0;14.5;5.5;77.1;0.3242;-0.0005;
592.96;1;0;0;0;2E;34;34;34;34;34;62B;1BC;14.1;29.8;-46.5;14.5;5.5;77.1;-0.0001;-0.0016;
593.21;1;0;0;0;2E;34;34;34;34;35;568;1BC;13.7;29.6;-41.0;14.5;5.5;77.1;-0.0001;-0.0023;
593.46;1;0;0;0;2E;34;34;34;34;35;5C5;1BC;13.5;29.3;-42.0;14.5;5.5;77.1;-0.0001;-0.0028;
593.71;0;0;0;0;2E;35;35;34;34;35;5C9;1BC;13.5;29.3;-44.5;14.5;5.5;77.1;-0.0001;-0.0031;
593.96;0;0;0;0;2E;34;35;35;35;35;5CC;1BC;13.2;28.8;-44.0;14.5;5.5;77.1;-0.0001;-0.0042;
594.21;0;0;0;0;2E;35;35;35;34;35;5CC;1BC;13.2;28.8;-44.0;14.5;5.5;77.1;-0.0001;-0.0039;
594.46;0;0;0;0;2E;35;35;35;34;35;5CC;1BC;12.9;28.5;-43.5;14.5;5.5;77.1;-0.0001;-0.0017;
594.71;0;0;0;0;2E;35;35;35;35;35;5CF;1BC;12.9;28.5;-43.5;14.5;5.5;77.1;-0.0001;-0.0009;
594.96;0;0;0;0;2E;35;35;35;35;35;5CD;1BC;12.8;27.8;-43.0;14.5;5.5;77.1;-0.0001;0.0005;
595.21;0;0;0;0;2E;35;35;35;35;35;5CF;1BC;12.8;27.8;-43.0;14.5;5.5;77.1;-0.0001;0.0012;
595.46;0;0;0;0;2E;35;35;35;35;35;5CE;1BC;12.5;27.5;-43.0;14.5;5.5;77.1;-0.0001;0.0016;
595.71;0;0;0;0;2E;35;35;35;35;35;5D0;1BC;12.5;27.7;-42.5;14.5;5.5;77.1;-0.0001;0.0021;
595.96;0;0;0;0;2E;35;35;34;35;35;5CF;1BC;12.5;27.7;-42.5;14.5;5.5;77.1;-0.0001;0.0023;
596.21;0;0;0;0;2E;35;35;34;35;35;5CC;1BC;12.5;27.2;-42.5;14.5;5.5;77.1;-0.0001;-0.0012;
596.46;0;0;0;0;2E;35;35;34;34;35;5CB;1BC;12.4;27.2;-42.5;14.5;5.5;77.1;-0.0001;-0.0016;
596.71;0;0;0;0;2E;35;35;34;34;35;5C9;1BC;12.4;27.2;-42.5;14.5;5.5;77.1;-0.0001;-0.0020;
596.96;0;0;0;0;2E;34;34;34;34;34;5C8;1BC;12.4;27.3;-42.5;14.5;5.5;77.1;-0.0001;-0.0020;
597.23;0;0;0;0;2E;34;34;34;34;34;5C4;1BC;12.4;27.3;-42.5;14.5;5.5;77.1;-0.0001;-0.0017;
597.48;0;0;0;0;2E;34;34;34;34;34;5C0;1BC;12.6;27.2;-42.5;14.5;5.5;77.1;-0.0001;-0.0010;
597.73;0;0;0;0;2E;34;34;34;34;34;5C3;1BC;12.6;27.2;-42.5;14.5;5.5;77.1;-0.0001;-0.0009;
597.98;0;0;0;0;2E;34;34;34;34;34;5C0;1BC;12.6;27.2;-42.5;14.5;5.5;77.1;-0.0001;-0.0020;
598.23;0;0;0;0;2E;34;34;34;34;34;5B9;1BC;12.6;27.0;-42.0;14.5;5.5;77.1;-0.0001;-0.0031;
598.48;0;0;0;0;2E;34;34;34;34;34;5BC;1BC;12.6;27.0;-42.0;14.5;5.5;77.1;-0.0001;-0.0024;
598.73;0;0;0;0;2E;34;34;34;34;34;5B3;1BC;12.7;27.0;-42.0;14.5;5.5;77.1;-0.0001;-0.0020;
598.98;0;0;0;0;2E;34;34;33;33;34;5B1;1BC;12.7;27.0;-42.0;14.5;5.5;77.1;-0.0001;-0.0017;
599.23;0;0;0;0;2E;34;33;33;33;34;5AC;1BC;12.6;27.0;-42.0;14.5;5.5;77.1;-0.0001;-0.0017;
599.48;0;0;0;0;2E;33;33;33;33;33;5A9;1BC;12.6;27.1;-42.0;14.5;5.5;77.1;-0.0001;-0.0012;
599.73;0;0;0;0;2E;33;33;33;33;33;5A2;1BC;12.6;27.1;-42.0;14.5;5.5;77.1;-0.0001;-0.0009;
599.98;0;0;0;0;2E;33;33;33;33;33;59D;1BC;12.7;26.9;-42.0;14.4;5.5;77.1;-0.0001;-0.0007;
600.23;0;0;0;0;2E;33;33;33;33;33;59A;1BC;12.7;26.9;-42.0;14.4;5.5;77.1;-0.0001;0.0023;
600.48;0;0;0;0;2E;33;33;32;32;33;595;1BC;12.7;26.9;-42.0;14.5;5.5;77.1;-0.0001;0.0041;
600.73;0;0;0;0;2E;32;32;32;32;32;58D;1BC;12.7;26.9;-42.0;14.5;5.5;77.1;-0.0001;0.0063;
600.98;0;0;0;0;2E;32;32;32;32;32;58A;1BC;12.7;26.9;-41.5;14.5;5.5;77.1;-0.0001;0.0063;
601.23;0;0;0;0;2E;32;32;32;32;32;585;1BC;12.7;27.1;-42.0;14.5;5.5;77.1;-0.0001;-0.0009;
601.48;0;0;0;0;2E;32;32;32;32;32;57D;1BC;12.6;27.1;-42.0;14.5;5.5;77.1;-0.0001;0.0005;
601.73;0;0;0;0;2E;31;32;31;31;32;578;1BC;12.6;27.1;-42.0;14.5;5.5;77.1;-0.0001;0.0027;
601.98;0;0;0;0;2E;31;31;31;31;32;578;1BC;12.6;27.1;-42.0;14.5;5.5;77.1;-0.0001;0.0024;
602.24;0;0;0;0;2E;31;31;31;31;31;568;1BC;12.6;27.1;-42.0;14.5;5.5;77.1;-0.0001;0.0021;
602.49;0;1;0;0;2E;31;31;31;31;31;569;1BC;12.6;27.1;-42.0;14.5;5.5;77.1;-0.0001;0.0034;
602.74;0;1;0;0;2E;30;30;30;30;30;557;1BC;12.6;27.1;-42.0;14.5;5.5;77.1;-0.0001;0.0028;
602.99;0;1;0;0;2E;30;30;30;30;30;550;1BC;12.6;27.2;-41.5;14.5;5.5;77.1;-0.0001;0.0034;
603.24;0;1;0;0;2E;30;30;30;30;30;545;1BC;12.6;27.2;-41.5;14.5;5.5;77.1;-0.0001;0.0034;
603.49;0;1;0;0;2E;2F;2F;2F;2F;2F;539;1BC;12.7;27.3;-41.0;14.5;5.5;77.1;-0.0001;0.0034;
603.74;0;1;0;0;2E;2E;2E;2E;2E;2F;520;1BC;12.7;27.2;-41.0;14.5;5.5;77.1;-0.0001;0.0034;
603.99;0;1;0;0;2E;2D;2D;2D;2D;2E;510;1BC;12.7;27.2;-40.5;14.5;5.5;77.1;-0.0001;0.0034;
604.24;0;1;0;0;2E;2D;2D;2D;2D;2D;4F4;1BC;12.8;27.7;-40.5;14.4;5.5;77.1;-0.0001;0.0037;
604.49;0;1;0;0;2E;2C;2C;2C;2C;2C;4DF;1BC;13.0;27.9;-40.5;14.4;5.5;77.1;-0.0001;0.0056;
604.74;0;1;0;0;2E;2B;2B;2B;2B;2B;4C5;1BC;13.0;27.9;-40.0;14.4;5.5;77.1;-0.0001;0.0076;
604.99;0;1;0;0;2E;2A;2A;2A;2A;2A;4B3;1BC;13.2;28.0;-40.0;14.4;5.5;77.1;-0.0001;0.0198;
605.24;0;1;0;0;2E;2A;2A;2A;2A;2A;49F;1BC;13.2;28.0;-40.0;14.4;5.5;77.1;-0.0001;0.0288;
605.49;0;0;0;0;2E;29;2A;29;2A;2A;498;1BC;13.2;28.2;-40.0;14.4;5.5;77.1;-0.0001;0.0400;
605.74;0;0;0;0;2E;29;2A;29;2A;2A;496;1BC;13.3;28.6;-40.0;14.4;5.5;77.1;-0.0001;0.0481;
605.99;0;0;0;0;2E;29;2A;29;2A;29;496;1BC;13.3;28.6;-40.0;14.4;5.5;77.1;-0.0001;0.0623;
606.24;0;0;0;0;2E;29;2A;29;2A;29;48F;1BC;13.0;29.2;-40.0;14.4;5.5;77.1;-0.0001;0.0711;
606.49;0;0;0;0;2E;29;2A;29;2A;29;490;1BC;12.6;30.2;-40.0;14.4;5.5;77.1;-0.0001;0.0810;
606.74;0;0;0;0;2E;28;2A;28;2A;29;48B;1BC;12.6;30.2;-40.0;14.4;5.5;77.1;-0.0001;0.0940;
606.99;0;0;0;0;2E;28;29;28;2A;29;489;1BC;12.6;30.2;-40.0;14.4;5.5;77.1;-0.0001;0.1171;
607.25;0;0;0;0;2E;28;2A;28;2A;29;488;1BC;12.4;31.0;-40.0;14.4;5.5;77.1;-0.0001;0.1235;
607.50;0;0;0;0;2E;28;2A;28;29;29;485;1BC;11.9;32.7;-40.5;14.4;5.5;77.1;-0.0001;0.1338;
607.75;0;0;0;0;2E;28;2A;28;2A;29;485;1BC;11.9;32.7;-40.5;14.4;5.5;77.1;-0.0001;0.1337;
608.00;0;0;0;0;2E;28;2A;28;28;29;480;1BC;11.3;34.1;-40.5;14.4;5.5;77.1;-0.0001;0.1405;
608.25;0;0;0;0;2E;28;29;28;29;29;47D;1BC;11.3;34.1;-40.5;14.4;5.5;77.1;-0.0001;0.1404;
608.50;0;0;0;0;2E;28;29;28;29;29;47B;1BC;10.8;35.3;-40.5;14.4;5.5;77.1;-0.0001;0.1383;
608.75;0;0;0;0;2D;28;29;28;29;29;47D;1BC;10.0;37.6;-40.5;14.4;5.5;77.1;-0.0001;0.1351;
609.00;0;0;0;0;2D;28;2A;28;29;29;47D;1BC;10.0;37.6;-40.5;14.4;5.5;77.1;-0.0001;0.1285;
609.25;0;0;0;0;2D;28;29;28;29;29;47A;1BC;9.2;38.9;-40.5;14.4;5.5;77.1;-0.0001;0.1227;
609.50;0;0;0;0;2D;28;29;28;29;28;474;1BC;8.8;40.0;-40.5;14.4;5.5;77.1;-0.0001;0.1068;
609.75;0;0;0;0;2D;28;29;28;29;28;479;1BC;8.8;40.0;-40.5;14.4;5.5;77.1;-0.0001;0.0691;
610.00;0;0;0;0;2D;28;28;28;28;28;475;1BC;8.4;41.1;-40.5;14.4;5.5;77.1;-0.0001;0.0321;
610.25;0;0;0;0;2D;28;29;28;29;28;479;1BC;8.4;41.1;-40.5;14.4;5.5;77.1;-0.0001;0.0261;
610.50;0;0;0;0;2D;28;28;28;28;28;478;1BC;8.4;40.6;-40.5;14.4;5.5;77.1;-0.0001;0.0240;
610.75;0;0;0;0;2D;28;28;28;28;28;475;1BC;8.6;39.8;-40.5;14.4;5.5;77.1;-0.0001;0.0201;
611.00;0;0;0;0;2D;28;28;28;28;28;476;1BC;8.6;39.8;-40.5;14.4;5.5;77.1;-0.0001;0.0002;
611.25;0;0;0;0;2D;28;28;28;28;28;478;1BC;8.6;39.8;-40.5;14.4;5.5;77.1;-0.0001;-0.0059;
611.50;0;0;0;0;2D;28;28;28;28;28;47A;1BC;8.7;39.6;-40.5;14.4;5.5;77.1;-0.0001;-0.0055;
611.75;0;0;0;0;2D;29;29;28;28;28;478;1BC;9.0;37.7;-40.5;14.4;5.5;77.1;-0.0001;-0.0055;
612.00;0;0;0;0;2D;29;28;28;28;28;47D;1BC;9.0;37.7;-40.5;14.4;5.5;77.1;-0.0001;-0.0066;
612.26;0;0;0;0;2D;28;28;28;28;28;47A;1BC;9.6;36.1;-40.5;14.4;5.5;77.1;-0.0001;-0.0062;
612.51;0;0;0;0;2D;28;28;28;28;28;479;1BC;9.8;35.1;-40.5;14.4;5.5;77.1;-0.0001;-0.0053;
612.76;0;0;0;0;2D;28;28;28;28;28;477;1BC;9.8;35.1;-40.5;14.4;5.5;77.1;-0.0001;-0.0053;
613.01;0;0;0;0;2D;28;28;28;28;28;47A;1BC;10.2;32.3;-40.5;14.4;5.5;77.1;-0.0001;-0.0055;
613.26;0;0;0;0;2D;28;28;28;28;28;475;1BE;10.8;30.6;-40.5;14.4;5.5;77.1;-0.0001;-0.0053;
613.51;0;0;0;0;2D;28;29;28;28;28;478;1BE;10.8;30.6;-40.5;14.4;5.5;77.1;-0.0001;-0.0051;
613.76;0;0;0;0;2D;28;28;28;28;29;477;1BE;11.1;29.6;-40.5;14.4;5.5;77.1;-0.0001;-0.0062;
614.01;0;0;0;0;2D;28;28;28;28;28;476;1BE;11.1;29.6;-40.5;14.4;5.5;77.1;-0.0001;-0.0115;
614.26;0;0;0;0;2D;28;28;28;28;28;474;1BE;11.4;28.1;-40.5;14.4;5.5;77.1;-0.0001;-0.0154;
614.51;0;0;0;0;2D;28;28;28;28;28;476;1BE;11.6;27.8;-40.5;14.4;5.5;77.1;-0.0001;-0.0183;
614.76;0;0;0;0;2D;28;28;28;28;28;473;1BE;11.6;27.8;-40.5;14.4;5.5;77.1;-0.0001;-0.0213;
615.01;0;0;0;0;2D;28;28;28;28;28;472;1BE;11.6;27.7;-40.5;14.4;5.5;77.1;-0.0001;-0.0279;
615.26;0;0;0;0;2D;29;28;28;28;28;478;1BE;11.6;27.7;-40.5;14.4;5.5;77.1;-0.0001;-0.0312;
615.51;0;0;0;0;2D;29;29;29;28;29;473;1BE;11.7;27.0;-40.5;14.4;5.5;77.1;-0.0001;-0.0348;
615.76;0;0;0;0;2D;29;28;28;28;28;476;1BE;11.7;27.0;-40.5;14.4;5.5;77.1;-0.0001;-0.0424;
616.01;0;0;0;0;2D;29;28;29;28;29;475;1BE;11.8;26.9;-40.5;14.4;5.5;77.1;-0.0001;-0.0604;
616.26;0;0;0;0;2D;29;28;29;28;28;474;1BE;11.8;26.9;-41.0;14.4;5.5;77.1;-0.0001;-0.0608;
616.51;0;0;0;0;2D;29;28;29;28;29;479;1BE;11.8;26.9;-40.5;14.4;5.5;77.1;-0.0001;-0.0680;
616.76;0;0;0;0;2D;29;28;29;28;28;473;1BE;12.1;25.8;-40.5;14.4;5.5;77.1;-0.0001;-0.0755;
617.01;0;0;0;0;2D;29;28;28;28;28;46E;1BE;12.1;25.8;-40.5;14.4;5.5;77.1;-0.0001;-0.0934;
617.28;0;0;0;0;2D;28;27;28;27;28;468;1BE;12.2;25.7;-40.5;14.4;5.5;77.1;-0.0001;-0.0945;
617.53;0;0;0;0;2D;28;27;28;27;27;45B;1BE;12.3;25.4;-22.5;14.4;5.5;77.1;0.1383;-0.1040;
