time(s);clutchPressed;brakePressed;steeringWheelButtons;gearAct;engineTemp;oilTemp;wheel1;wheel2;wheel3;wheel4;speed;engineRpm;range;airPressEngine;fuelLevel1;fuelLevel2;engineTorque;batteryVoltage;avgCons;avgSpeed;throttlePercent;steeringPos;accelLong;accelCross;
3.80;0;0;0;0;3A;CF;0;0;0;0;0;0;0;3C6;3.2;22.3;188.0;12.0;5.5;76.6;0.0000;0.0172;0.0000;101.5000;
4.05;0;0;0;0;3A;CF;0;0;0;0;0;0;0;3C6;3.2;22.2;188.0;12.0;5.5;76.6;0.0000;0.0172;0.0000;101.5500;
4.30;0;0;0;0;3A;CF;0;0;0;0;0;0;0;3C6;3.2;22.2;188.0;12.0;5.5;76.6;0.0000;0.0172;0.0000;101.5750;
4.55;0;0;0;0;3A;CF;0;0;0;0;0;0;0;3C6;3.2;22.2;188.0;12.0;5.5;76.6;0.0000;0.0172;0.0000;101.5750;
4.80;0;0;0;0;3A;CF;0;0;0;0;0;0;0;3C6;3.2;22.2;188.0;12.0;5.5;76.6;0.0000;0.0172;0.0000;101.5500;
5.05;0;0;0;0;3A;CF;0;0;0;0;0;0;0;3C6;3.2;22.2;188.0;12.0;5.5;76.6;0.0000;0.0172;0.0000;101.5500;
5.30;0;0;0;0;3A;CF;0;0;0;0;0;0;0;3C6;3.2;22.2;188.0;12.0;5.5;76.6;0.0000;0.0172;0.0000;101.6000;
5.58;0;0;0;0;3A;CF;0;0;0;0;0;0;0;3C6;3.2;22.2;188.0;12.0;5.5;76.6;0.0000;0.0172;0.0000;101.5500;
5.83;0;0;0;0;3A;CF;0;0;0;0;0;0;15B;3C6;3.2;22.3;188.0;12.0;5.5;76.6;0.0000;0.0172;0.0000;101.5250;
6.08;0;0;0;0;3A;CF;0;0;0;0;0;0;15B;3C6;3.2;22.3;188.0;12.0;5.5;76.6;0.0000;0.0172;0.0000;101.5250;
6.33;0;0;0;0;3A;CF;0;0;0;0;0;0;15B;3C6;3.2;22.3;188.0;12.0;5.5;76.6;0.0000;0.0172;0.0000;101.5750;
6.58;0;0;0;0;3A;CF;0;0;0;0;0;0;15B;3C6;3.2;22.3;188.0;12.0;5.5;76.6;0.0000;0.0172;0.0000;101.5750;
6.83;0;0;0;0;3A;CF;0;0;0;0;0;0;15B;3C6;3.2;22.3;188.0;12.0;5.5;76.6;0.0000;0.0172;0.0000;101.5500;
7.08;0;0;0;0;3A;CF;0;0;0;0;0;0;15B;3C6;3.2;22.2;188.0;12.0;5.5;76.6;0.0000;0.0172;0.0000;101.5500;
7.33;0;0;0;0;3A;CF;0;0;0;0;0;0;15B;3C6;3.2;22.2;188.0;12.0;5.5;76.6;0.0000;0.0172;0.0000;101.5500;
7.58;0;0;0;0;3A;CF;0;0;0;0;0;0;15B;3C6;3.2;22.2;188.0;12.0;5.5;76.6;0.0000;0.0172;0.0000;101.5500;
7.83;0;0;0;0;3A;CF;0;0;0;0;0;0;15B;3C6;3.2;22.2;188.0;12.0;5.5;76.6;0.0000;0.0172;0.0000;101.5750;
8.08;0;0;0;0;3A;CF;0;0;0;0;0;0;15B;3C6;3.2;22.3;188.0;12.0;5.5;76.6;0.0000;0.0172;0.0000;101.5500;
8.33;0;0;0;0;3A;CF;0;0;0;0;0;0;15B;3C6;3.2;22.3;188.0;12.0;5.5;76.6;0.0000;0.0172;0.0000;101.5250;
8.58;0;0;0;0;3A;CF;0;0;0;0;0;0;15B;3C6;3.2;22.3;188.0;12.0;5.5;76.6;0.0000;0.0172;0.0000;101.5750;
8.83;0;0;0;0;3A;CF;0;0;0;0;0;0;15B;3C6;3.2;22.3;188.0;12.0;5.5;76.6;0.0000;0.0172;0.0000;101.5500;
9.08;0;0;0;0;3A;CF;0;0;0;0;0;0;15B;3C6;3.2;22.3;188.0;12.0;5.5;76.6;0.0000;0.0172;0.0000;101.5750;
9.33;0;0;0;0;3A;CF;0;0;0;0;0;0;15B;3C6;3.2;22.3;188.0;12.0;5.5;76.6;0.0000;0.0172;0.0000;101.5500;
9.58;0;0;0;0;3A;CF;0;0;0;0;0;0;15B;3C6;3.2;22.3;188.0;12.0;5.5;76.6;0.0000;0.0172;0.0000;101.5500;
9.83;0;0;0;0;3A;CF;0;0;0;0;0;0;15B;3C6;3.2;22.3;188.0;12.0;5.5;76.6;0.0000;0.0172;0.0000;101.5250;
10.08;0;0;0;0;3A;CF;0;0;0;0;0;0;15B;3C6;3.2;22.3;188.0;12.0;5.5;76.6;0.0000;0.0172;0.0000;101.5500;
10.33;0;0;0;0;3A;CF;0;0;0;0;0;0;15B;3C6;3.2;22.3;188.0;12.0;5.5;76.6;0.0000;0.0172;0.0000;101.5500;
10.59;0;0;0;0;3A;CF;0;0;0;0;0;0;15B;3C6;3.2;22.3;188.0;12.0;5.5;76.6;0.0000;0.0172;0.0000;101.5750;
10.84;0;0;0;0;3A;CF;0;0;0;0;0;0;15B;3C6;3.2;22.3;188.0;12.0;5.5;76.6;0.0000;0.0172;0.0000;101.5500;
11.09;0;0;0;0;3A;CF;0;0;0;0;0;0;15B;3C6;3.2;22.4;188.0;12.0;5.5;76.6;0.0000;0.0172;0.0000;101.5750;
11.34;0;0;0;0;3A;CF;0;0;0;0;0;0;15B;3C6;3.2;22.4;188.0;12.0;5.5;76.6;0.0000;0.0172;0.0000;101.5500;
11.59;0;0;0;0;3A;CF;0;0;0;0;0;0;15B;3C6;3.2;22.4;188.0;12.0;5.5;76.6;0.0000;0.0172;0.0000;101.5500;
11.84;0;0;0;0;3A;CF;0;0;0;0;0;0;15B;3C6;3.2;22.4;188.0;12.0;5.5;76.6;0.0000;0.0172;0.0000;101.5500;
12.09;0;0;0;0;3A;CF;0;0;0;0;0;0;15B;3C6;3.2;22.4;188.0;12.0;5.5;76.6;0.0000;0.0172;0.0000;101.5750;
12.34;0;0;0;0;3A;CF;0;0;0;0;0;0;15B;3C6;3.2;22.4;188.0;12.0;5.5;76.6;0.0000;0.0172;0.0000;101.5750;
12.59;0;0;0;0;3A;CF;0;0;0;0;0;0;15B;3C6;3.2;22.4;188.0;12.0;5.5;76.6;0.0000;0.0172;0.0000;101.5500;
12.84;0;0;0;0;3A;CF;0;0;0;0;0;0;15B;3C6;3.2;22.4;188.0;12.0;5.5;76.6;0.0000;0.0172;0.0000;101.5750;
13.09;0;0;0;0;3A;CF;0;0;0;0;0;0;15B;3C6;3.2;22.4;188.0;12.0;5.5;76.6;0.0000;0.0172;0.0000;101.5500;
13.34;0;0;0;0;3A;CF;0;0;0;0;0;0;15B;3C6;3.2;22.4;188.0;12.0;5.5;76.6;0.0000;0.0172;0.0000;101.5250;
13.59;0;0;0;0;3A;CF;0;0;0;0;0;0;15B;3C6;3.2;22.4;188.0;12.0;5.5;76.6;0.0000;0.0172;0.0000;101.5500;
13.84;0;0;0;0;3A;CF;0;0;0;0;0;0;15B;3C6;3.2;22.3;188.0;12.0;5.5;76.6;0.0000;0.0172;0.0000;101.5500;
14.09;0;0;0;0;3A;CF;0;0;0;0;0;0;15B;3C6;3.2;22.3;188.0;12.0;5.5;76.6;0.0000;0.0172;0.0000;101.5500;
14.34;0;0;0;0;3A;CF;0;0;0;0;0;0;15B;3C6;3.2;22.3;188.0;12.0;5.5;76.6;0.0000;0.0172;0.0000;101.5500;
14.59;0;0;0;0;3A;CF;0;0;0;0;0;0;15B;3C6;3.2;22.3;188.0;12.0;5.5;76.6;0.0000;0.0172;0.0000;101.5750;
14.84;0;0;0;0;3A;CF;0;0;0;0;0;0;15B;3C6;3.2;22.3;188.0;12.0;5.5;76.6;0.0000;0.0172;0.0000;101.5500;
15.09;0;0;0;0;3A;CF;0;0;0;0;0;0;15B;3C6;3.2;22.4;188.0;12.0;5.5;76.6;0.0000;0.0172;0.0000;101.5500;
15.34;0;0;0;0;3A;CF;0;0;0;0;0;0;15B;3C6;3.2;22.4;188.0;12.0;5.5;76.6;0.0000;0.0172;0.0000;101.5500;
15.60;0;0;0;0;3A;CF;0;0;0;0;0;0;15B;3C6;3.2;22.4;188.0;12.0;5.5;76.6;0.0000;0.0172;0.0000;101.5500;
15.85;0;0;0;0;3A;CF;0;0;0;0;0;0;15B;3C6;3.2;22.4;188.0;12.0;5.5;76.6;0.0000;0.0172;0.0000;101.5750;
16.10;0;0;0;0;3A;CF;0;0;0;0;0;0;15B;3C6;3.2;22.4;188.0;12.0;5.5;76.6;0.0000;0.0172;0.0000;101.5500;
16.35;0;0;0;0;3A;CF;0;0;0;0;0;0;15B;3C6;3.2;22.4;188.0;12.0;5.5;76.6;0.0000;0.0172;0.0000;101.5500;
16.60;0;0;0;0;3A;CF;0;0;0;0;0;0;15B;3C6;3.2;22.3;188.0;12.0;5.5;76.6;0.0000;0.0172;0.0000;101.5500;
16.85;0;0;0;0;3A;CF;0;0;0;0;0;0;15B;3C6;3.2;22.4;188.0;12.0;5.5;76.6;0.0000;0.0172;0.0000;101.5750;
17.10;0;0;0;0;3A;CF;0;0;0;0;0;0;15B;3C6;3.2;22.4;188.0;12.0;5.5;76.6;0.0000;0.0172;0.0000;101.5750;
17.35;0;0;0;0;3A;CF;0;0;0;0;0;0;15B;3C6;3.2;22.4;188.0;12.0;5.5;76.6;0.0000;0.0172;0.0000;101.5750;
17.60;0;0;0;0;3A;CF;0;0;0;0;0;0;15B;3C6;3.2;22.3;188.0;12.0;5.5;76.6;0.0000;0.0172;0.0000;101.5250;
17.85;0;0;0;0;3A;CF;0;0;0;0;0;0;15B;3C6;3.2;22.3;188.0;12.0;5.5;76.6;0.0000;0.0172;0.0000;101.5500;
18.10;0;0;0;0;3A;CF;0;0;0;0;0;0;15B;3C6;3.2;22.3;188.0;12.0;5.5;76.6;0.0000;0.0172;0.0000;101.5500;
18.35;0;0;0;0;3A;CF;0;0;0;0;0;0;15B;3C6;3.2;22.2;188.0;12.0;5.5;76.6;0.0000;0.0172;0.0000;101.5750;
18.60;0;0;0;0;3A;CF;0;0;0;0;0;0;15B;3C6;3.2;22.2;188.0;12.0;5.5;76.6;0.0000;0.0172;0.0000;101.5750;
18.85;0;0;0;0;3A;CF;0;0;0;0;0;0;15B;3C6;3.2;22.1;188.0;12.0;5.5;76.6;0.0000;0.0172;0.0000;101.5500;
19.10;0;0;0;0;3A;CF;0;0;0;0;0;0;15B;3C6;3.2;22.1;188.0;12.0;5.5;76.6;0.0000;0.0172;0.0000;101.5500;
19.35;0;0;0;0;3A;CF;0;0;0;0;0;0;15B;3C6;3.2;22.1;188.0;12.0;5.5;76.6;0.0000;0.0172;0.0000;101.5500;
19.60;0;0;0;0;3A;CF;0;0;0;0;0;0;15B;3C6;3.2;22.1;188.0;12.0;5.5;76.6;0.0000;0.0172;0.0000;101.5500;
19.85;0;0;0;0;3A;CF;0;0;0;0;0;0;15B;3C6;3.2;22.1;188.0;12.0;5.5;76.6;0.0000;0.0172;0.0000;101.5750;
20.10;0;0;0;0;3A;CF;0;0;0;0;0;0;15B;3C6;3.2;22.1;188.0;12.0;5.5;76.6;0.0000;0.0172;0.0000;101.5750;
20.35;0;0;0;0;3A;CF;0;0;0;0;0;0;15B;3C6;3.2;22.1;188.0;12.0;5.5;76.6;0.0000;0.0172;0.0000;101.5500;
20.62;0;0;0;0;3A;CF;0;0;0;0;0;0;15B;3C6;3.2;22.1;188.0;12.0;5.5;76.6;0.0000;0.0172;0.0000;101.5500;
20.87;0;0;0;0;3A;CF;0;0;0;0;0;0;15B;3C6;3.2;22.2;188.0;12.0;5.5;76.6;0.0000;0.0172;0.0000;101.5500;
21.12;0;0;0;0;3A;CF;0;0;0;0;0;0;15B;3C6;3.2;22.2;188.0;12.0;5.5;76.6;0.0000;0.0172;0.0000;101.5500;
21.37;0;0;0;0;3A;CF;0;0;0;0;0;0;15B;3C6;3.2;22.2;188.0;12.0;5.5;76.6;0.0000;0.0172;0.0000;101.5500;
21.62;0;0;0;0;3A;CF;0;0;0;0;0;0;15B;3C6;3.2;22.2;188.0;12.0;5.5;76.6;0.0000;0.0172;0.0000;101.5500;
21.87;0;0;0;0;3A;CF;0;0;0;0;0;0;15B;3C6;3.2;22.2;188.0;12.0;5.5;76.6;0.0000;0.0172;0.0000;101.5500;
22.12;0;0;0;0;3A;CF;0;0;0;0;0;0;15B;3C6;3.2;22.3;188.0;12.0;5.5;76.6;0.0000;0.0172;0.0000;101.5750;
22.37;0;0;0;0;3A;CF;0;0;0;0;0;0;15B;3C6;3.2;22.3;188.0;12.0;5.5;76.6;0.0000;0.0172;0.0000;101.5750;
22.62;0;0;0;0;3A;CF;0;0;0;0;0;0;15B;3C6;3.2;22.4;188.0;12.0;5.5;76.6;0.0000;0.0172;0.0000;101.5750;
22.87;0;0;0;0;3A;CF;0;0;0;0;0;0;15B;3C6;3.2;22.5;188.0;12.0;5.5;76.6;0.0000;0.0172;0.0000;101.5250;
23.12;0;0;0;0;3A;CF;0;0;0;0;0;0;15B;3C6;3.2;22.5;188.0;12.0;5.5;76.6;0.0000;0.0172;0.0000;101.5500;
23.37;0;0;0;0;3A;CF;0;0;0;0;0;0;15B;3C6;3.2;22.5;188.0;12.0;5.5;76.6;0.0000;0.0172;0.0000;101.5750;
23.62;0;0;0;0;3A;CF;0;0;0;0;0;0;15B;3C6;3.2;22.5;188.0;12.0;5.5;76.6;0.0000;0.0172;0.0000;101.5750;
23.87;0;0;0;0;3A;CF;0;0;0;0;0;0;15B;3C6;3.2;22.5;188.0;12.0;5.5;76.6;0.0000;0.0172;0.0000;101.5500;
24.12;0;0;0;0;3A;CF;0;0;0;0;0;0;15B;3C6;3.2;22.5;188.0;12.0;5.5;76.6;0.0000;0.0172;0.0000;101.5500;
24.37;0;0;0;0;3A;CF;0;0;0;0;0;0;15B;3C6;3.2;22.5;188.0;12.0;5.5;76.6;0.0000;0.0172;0.0000;101.5500;
24.62;0;0;0;0;3A;CF;0;0;0;0;0;0;15B;3C6;3.2;22.5;188.0;11.9;5.5;76.6;0.0000;0.0172;0.0000;101.5750;
24.87;0;0;0;0;3A;CF;0;0;0;0;0;0;15B;3C6;3.2;22.5;188.0;11.9;5.5;76.6;0.0000;0.0172;0.0000;101.5750;
25.12;0;0;0;0;3A;CF;0;0;0;0;0;0;15B;3C6;3.2;22.5;188.0;11.9;5.5;76.6;0.0000;0.0172;0.0000;101.5500;
25.37;0;0;0;0;3A;CF;0;0;0;0;0;0;15B;3C6;3.2;22.5;188.0;11.9;5.5;76.6;0.0000;0.0172;0.0000;101.5750;
25.63;0;0;0;0;3A;CF;0;0;0;0;0;0;15B;3C6;3.2;22.5;188.0;11.9;5.5;76.6;0.0000;0.0172;0.0000;101.5250;
25.88;0;0;0;0;3A;CF;0;0;0;0;0;0;15B;3C6;3.2;22.5;188.0;11.9;5.5;76.6;0.0000;0.0172;0.0000;101.5500;
26.13;0;0;0;0;3A;CF;0;0;0;0;0;0;15B;3C6;3.2;22.5;188.0;11.9;5.5;76.6;0.0000;0.0172;0.0000;101.5500;
26.38;0;0;0;0;3A;CF;0;0;0;0;0;0;15B;3C6;3.2;22.5;188.0;11.9;5.5;76.6;0.0000;0.0172;0.0000;101.6000;
26.63;0;0;0;0;3A;CF;0;0;0;0;0;0;15B;3C6;3.2;22.5;188.0;11.9;5.5;76.6;0.0000;0.0172;0.0000;101.5500;
26.88;0;0;0;0;3A;CF;0;0;0;0;0;0;15B;3C6;3.2;22.5;188.0;11.9;5.5;76.6;0.0000;0.0172;0.0000;101.5750;
27.13;0;0;0;0;3A;CF;0;0;0;0;0;0;15B;3C6;3.2;22.5;188.0;11.9;5.5;76.6;0.0000;0.0172;0.0000;101.5500;
27.38;1;0;0;0;3A;CF;0;0;0;0;0;0;15B;3C6;3.2;22.5;188.0;11.9;5.5;76.6;0.0000;0.0172;0.0000;101.5750;
27.63;1;0;0;0;3A;CF;0;0;0;0;0;0;15B;3C6;3.2;22.5;188.0;11.9;5.5;76.6;0.0000;0.0172;0.0000;101.5500;
27.88;1;0;0;0;3A;CF;0;0;0;0;0;0;15B;3C6;3.2;22.5;188.0;11.9;5.5;76.6;0.0000;0.0172;0.0000;101.5500;
28.13;1;0;0;0;3A;CF;0;0;0;0;0;0;15B;3C6;3.2;22.5;188.0;11.9;5.5;76.6;0.0000;0.0172;0.0000;101.5250;
28.38;1;0;0;0;3A;CF;0;0;0;0;0;0;15B;3C6;3.2;22.5;188.0;11.9;5.5;76.6;0.0000;0.0172;0.0000;101.5500;
28.63;1;0;0;0;3A;CF;0;0;0;0;0;84;15B;3C6;3.2;22.5;188.5;11.9;5.5;76.6;0.0000;0.0172;0.0000;101.3000;
28.88;1;0;0;0;3A;CF;0;0;0;0;0;DD;15B;3C6;3.2;22.5;214.0;11.9;5.5;76.6;0.0000;0.0172;0.0000;101.5250;
29.13;1;0;0;0;3A;CF;1;0;0;0;0;16A;15B;3C6;3.2;22.5;226.5;11.9;5.5;76.6;0.0000;0.0175;0.0750;100.7500;
29.38;1;0;0;0;3A;CF;0;0;0;0;0;43B;15B;3C6;3.2;22.5;10.5;10.7;5.5;76.6;0.0000;0.0178;-0.0250;101.2750;
29.63;1;0;0;0;3A;CF;0;0;0;0;0;407;15B;3C6;3.2;22.5;-5.5;10.7;5.5;76.6;0.0000;0.0178;-0.0500;101.5250;
29.88;1;0;0;0;3A;CF;0;0;0;0;0;3B2;15B;3C6;3.2;22.5;2.0;10.7;5.5;76.6;0.0000;0.0178;-0.0250;101.6000;
30.13;1;0;0;0;3A;CF;0;0;0;0;0;389;15B;3C6;3.2;22.5;2.5;10.7;5.5;76.6;0.0000;0.0178;-0.0250;101.5000;
30.38;1;0;0;0;3A;CF;0;0;0;0;0;34E;15B;3C6;3.2;22.4;2.5;10.7;5.5;76.6;0.0000;0.0178;-0.0250;101.5250;
30.64;1;0;0;0;3A;CF;0;0;0;0;0;33E;15B;3C6;3.2;22.4;10.5;10.7;5.5;76.6;0.0000;0.0178;-0.0250;101.5750;
30.89;1;0;0;0;3A;CF;0;0;0;0;0;33D;15B;3C6;3.2;22.4;8.5;11.5;5.5;76.6;0.0000;0.0178;-0.0250;101.5250;
31.14;1;0;0;0;3A;CF;0;0;0;0;0;33B;15B;3C6;3.2;22.4;9.5;11.5;5.5;76.6;0.0000;0.0178;-0.0250;101.5500;
31.39;1;0;0;0;3A;CF;0;0;0;0;0;33C;15B;3C6;3.2;22.4;10.5;11.5;5.5;76.6;0.0000;0.0178;-0.0250;101.5750;
31.64;1;0;0;0;3A;CF;0;0;0;0;0;33A;15B;3C6;3.2;22.3;13.5;11.5;5.5;76.6;0.0000;0.0178;-0.0250;101.5750;
31.89;1;0;0;0;3A;CF;0;0;0;0;0;337;15B;3C6;3.2;22.2;13.5;11.5;5.5;76.6;0.0000;0.0178;-0.0250;101.5250;
32.14;1;0;0;0;3A;CF;0;0;0;0;0;33A;15B;3C6;3.2;22.2;16.5;11.8;5.5;76.6;0.0000;0.0178;-0.0250;101.5500;
32.39;1;0;0;0;3A;CF;0;0;0;0;0;33A;15B;3C6;3.2;22.2;18.5;11.8;5.5;76.6;0.0000;0.0178;-0.0250;101.5250;
32.64;1;0;0;0;3A;CF;0;0;0;0;0;33A;15B;3C6;3.2;22.2;19.5;11.8;5.5;76.6;0.0000;0.0178;-0.0250;101.6000;
32.89;1;0;0;0;3A;CF;0;0;0;0;0;337;15B;3C6;3.2;22.1;21.5;12.0;5.5;76.6;0.0000;0.0172;-0.0250;101.4250;
33.14;1;0;0;0;3A;CF;0;0;0;0;0;349;15B;3C6;3.2;22.0;16.5;12.0;5.5;76.6;0.0000;0.0172;-0.0250;101.5500;
33.39;1;0;0;0;3A;CF;0;0;0;0;0;347;15B;3C6;3.2;22.0;13.5;12.0;5.5;76.6;0.0000;0.0172;-0.0250;101.5750;
33.64;1;0;0;0;3A;CF;0;0;0;0;0;341;15B;3C6;3.2;22.0;14.0;12.0;5.5;76.6;0.0000;0.0175;-0.0250;101.5500;
33.89;1;0;0;0;3A;CF;0;0;0;0;0;346;15B;3C6;3.2;21.9;11.0;14.3;5.5;76.6;0.0000;0.0175;-0.0250;101.5500;
34.14;1;0;0;0;3A;CF;0;0;0;0;0;33B;15B;3C6;3.2;21.9;13.5;14.5;5.5;76.6;0.0000;0.0175;-0.0250;101.5500;
34.39;1;0;0;0;3A;CF;0;0;0;0;0;338;15B;3C6;3.2;21.9;16.5;14.5;5.5;76.6;0.0000;0.0175;-0.0250;101.5500;
34.64;1;0;0;0;39;CF;0;0;0;0;0;343;15B;3C6;3.2;21.9;12.0;14.4;5.5;76.6;0.0000;0.0175;-0.0250;101.5750;
34.89;1;0;0;0;39;CF;0;0;0;0;0;347;15B;3C6;3.2;21.9;9.0;14.4;5.5;76.6;0.0000;0.0175;-0.0250;101.5750;
35.14;1;0;0;0;39;CF;0;0;0;0;0;33B;15B;3C6;3.2;21.9;12.5;14.4;5.5;76.6;0.0000;0.0175;-0.0250;101.5000;
35.39;1;0;0;0;39;CF;0;0;0;0;0;339;15B;3C6;3.2;22.1;14.5;14.4;5.5;76.6;0.0000;0.0176;0.3750;101.5500;
35.65;1;1;0;0;39;CF;FFFF;FFFF;FFFF;FFFF;1;33E;15B;3C6;3.2;22.2;14.0;14.4;5.5;76.6;0.0000;0.0176;0.4500;101.5250;
35.90;1;1;0;0;39;CF;FFFF;FFFF;FFFF;FFFF;1;341;15B;3C6;3.2;22.2;11.0;14.4;5.5;76.6;0.0000;0.0164;0.1750;101.5250;
36.15;1;1;0;0;39;CF;FFFF;FFFF;FFFF;FFFF;1;334;15B;3C6;3.2;22.1;16.5;14.4;5.5;76.6;0.0000;0.0044;-0.1000;101.4250;
36.40;1;1;0;0;39;CF;FFFF;FFFF;FFFF;FFFF;1;32C;15B;3C6;3.2;22.1;24.5;14.4;5.5;76.6;0.0000;-0.0386;-0.0250;101.5250;
36.65;1;1;0;0;39;CF;FFFF;FFFF;FFFF;FFFF;1;331;15B;3C6;3.2;22.1;31.0;14.4;5.5;76.6;0.0000;-0.0931;0.1500;101.5000;
36.90;1;1;0;0;39;CF;FFFF;FFFF;FFFF;FFFF;1;33D;15B;3C6;3.2;22.1;29.5;14.3;5.5;76.6;0.0000;-0.1769;0.0750;101.5750;
37.15;1;1;0;0;39;CF;FFFF;FFFF;FFFF;FFFF;1;341;15B;3C6;3.2;22.1;24.5;14.3;5.5;76.6;0.0000;-0.1955;0.1250;101.5750;
37.40;1;1;0;0;39;CF;FFFF;FFFF;FFFF;FFFF;1;340;15B;3C6;3.2;22.2;24.5;14.3;5.5;76.6;0.0000;-0.2041;0.1000;101.4750;
37.65;1;1;0;0;39;CF;FFFF;FFFF;FFFF;FFFF;1;33E;15B;3C6;3.2;22.2;23.0;14.3;5.5;76.6;0.0000;-0.2041;0.1750;101.4750;
37.90;1;1;0;0;39;CF;FFFF;FFFF;FFFF;FFFF;1;338;15B;3C6;3.2;22.2;27.5;14.3;5.5;76.6;0.0000;-0.2538;0.0000;101.5000;
38.15;1;1;0;0;39;CF;FFFF;FFFF;FFFF;FFFF;1;337;15B;3C6;3.2;22.1;32.0;14.3;5.5;76.6;0.0000;-0.2935;0.0750;101.5250;
38.40;1;0;0;0;38;CF;FFFE;FFFF;FFFE;FFFF;1;33F;15B;3C6;3.2;22.1;31.0;14.4;5.5;76.6;0.0000;-0.3219;0.1250;101.5250;
38.65;1;0;0;0;38;CF;FFFE;FFFE;FFFE;FFFE;2;349;15B;3C6;3.2;22.3;33.0;14.4;5.5;76.6;0.0000;-0.3335;0.2000;101.5250;
38.90;1;0;0;0;38;CF;FFFE;FFFE;FFFE;FFFE;2;36F;15B;3C6;3.2;22.3;29.5;14.4;5.5;76.6;0.0000;-0.3570;0.3750;101.7250;
39.15;1;1;0;0;38;CF;FFFD;FFFD;FFFD;FFFE;3;370;15B;3C6;3.2;22.3;26.0;14.4;5.5;76.6;0.0000;-0.3577;0.2750;101.2000;
39.40;1;1;0;0;38;CF;FFFD;FFFD;FFFD;FFFD;3;36F;15B;3C6;3.2;22.3;26.0;14.4;5.5;76.6;0.0000;-0.3577;0.1750;101.4000;
39.65;1;1;0;0;38;CF;FFFD;FFFD;FFFD;FFFD;3;372;15B;3C6;3.2;22.2;26.5;14.3;5.5;76.6;0.0000;-0.3536;0.0250;101.5750;
39.90;1;1;0;0;38;CF;FFFD;FFFD;FFFD;FFFD;3;374;15B;3C6;3.2;22.2;24.5;14.3;5.5;76.6;0.0000;-0.3463;0.1250;101.5250;
40.15;1;1;0;0;38;CF;FFFD;FFFD;FFFD;FFFD;3;36D;15B;3C6;3.2;22.2;26.5;14.3;5.5;76.6;0.0000;-0.3463;0.0250;101.5250;
40.40;1;1;0;0;38;CF;FFFD;FFFD;FFFD;FFFD;3;36F;15B;3C6;3.2;22.4;27.5;14.3;5.5;76.6;0.0000;-0.3472;0.0000;101.5000;
40.67;1;1;0;0;38;CF;FFFD;FFFD;FFFD;FFFD;3;370;15B;3C6;3.2;22.3;26.5;14.3;5.5;76.6;0.0000;-0.3496;0.0000;101.5250;
40.92;1;1;0;0;38;CF;FFFD;FFFD;FFFD;FFFD;3;372;15B;3C6;3.2;22.3;25.0;14.3;5.5;76.6;0.0000;-0.3562;-0.0500;101.3000;
41.17;1;1;0;0;38;CF;FFFD;FFFD;FFFD;FFFD;3;36F;15B;3C6;3.2;22.3;26.0;14.3;5.5;76.6;0.0000;-0.3564;-0.0500;101.6500;
