time(s);clutchPressed;brakePressed;steeringWheelButtons;engineTemp(C);wheel1;wheel2;wheel3;wheel4;speed;engineRpm;range;airPressIntake(hPa);fuelLevel1;fuelLevel2;engineTorque(Nm);batteryVoltage;avgCons;avgSpeed;throttlePercent;steeringPos;accelLong(m_sq(s));accelCross(m_sq(s));enginePow(kW);
19.83;1;0;0;5;0;0;0;0;0;445;147;3B0;3.2;33.1;83.0;14.5;5.5;76.5;0.1961;-0.4723;0.0000;0.4250;9.5001;
20.08;1;0;0;5;0;0;0;0;0;46E;147;3B0;3.2;33.1;85.5;14.5;5.5;76.5;0.2078;-0.4727;0.0000;0.4250;10.1533;
20.33;1;0;0;5;0;0;0;0;0;4A0;147;3B0;3.2;33.1;77.5;14.5;5.5;76.5;0.2196;-0.4723;0.0000;0.4500;9.6091;
20.58;1;0;0;5;0;0;0;0;0;4A3;147;3B0;3.2;33.1;82.5;14.5;5.5;76.5;0.2275;-0.4723;0.0000;0.4500;10.2549;
20.83;1;0;0;5;0;0;0;0;0;49D;147;3B0;3.2;33.1;96.0;14.5;5.5;76.5;0.2353;-0.4723;0.0000;0.4500;11.8727;
21.08;1;0;0;5;0;0;0;0;0;4BE;147;3B0;3.2;33.2;93.5;14.5;5.5;76.5;0.2392;-0.4723;0.0000;0.4750;11.8866;
21.33;1;0;0;5;0;0;0;0;0;4C3;147;3B0;3.2;33.2;96.5;14.5;5.5;76.5;0.2431;-0.4723;0.0000;0.4500;12.3186;
21.58;1;0;0;5;0;0;0;0;0;4BC;147;3B0;3.2;33.2;101.5;14.5;5.5;76.5;0.2431;-0.4728;0.0000;0.4750;12.8824;
21.83;1;0;0;5;0;0;0;0;0;4C5;147;3B0;3.2;33.2;105.5;14.5;5.5;76.5;0.2431;-0.4727;0.0000;0.4500;13.4895;
22.08;1;0;0;5;0;0;0;0;0;4CB;147;3B0;3.2;33.4;109.0;14.5;5.5;76.5;0.2431;-0.4727;0.0000;0.5000;14.0055;
22.33;1;0;0;5;0;0;0;0;0;4C7;147;3B0;3.2;33.4;113.0;14.5;5.5;76.5;0.2431;-0.4727;0.1750;0.5000;14.4722;
22.59;1;0;0;5;0;0;0;0;0;4CC;147;3B0;3.2;33.5;111.0;14.5;5.5;76.5;0.2392;-0.4727;0.2000;0.4750;14.2741;
22.84;1;0;0;5;0;0;0;0;0;4C1;147;3B0;3.2;33.7;112.5;14.5;5.5;76.5;0.2392;-0.4905;0.1750;0.5000;14.3374;
23.09;1;0;0;5;FFFF;0;FFFF;0;0;4B9;147;3B0;3.2;33.7;119.0;14.5;5.5;76.5;0.2353;-0.6116;0.1500;0.5250;15.0661;
23.34;1;0;0;5;FFFF;FFFF;FFFF;FFFF;1;4BB;147;3B0;3.2;33.8;115.0;14.5;5.5;76.5;0.2314;-0.6443;0.1000;0.5750;14.5838;
23.59;1;0;0;6;FFFF;FFFF;FFFF;FFFF;1;4B9;147;3B0;3.2;34.0;105.5;14.5;5.5;76.5;0.2275;-0.6443;0.0500;0.5000;13.3570;
23.84;1;0;0;6;FFFF;FFFF;FFFF;0;1;4D3;147;3B0;3.2;34.0;98.0;14.5;5.5;76.5;0.2235;-0.6443;0.0000;0.4500;12.6742;
24.09;1;0;0;6;FFFF;0;0;0;0;4B2;147;3B0;3.2;34.0;91.5;14.5;5.5;76.5;0.2235;-0.6443;-0.1000;0.5000;11.5174;
24.34;1;0;0;6;0;0;0;0;0;49D;147;3B0;3.2;34.0;101.0;14.5;5.5;76.5;0.2235;-0.6441;-0.2250;0.5500;12.4911;
24.59;1;0;0;6;0;0;0;0;0;4A5;147;3B0;3.2;33.8;103.5;14.5;5.5;76.5;0.2275;-0.6438;-0.1750;0.6500;12.8870;
24.84;1;0;0;6;0;0;0;0;0;4AB;147;3B0;3.2;34.0;102.5;14.5;5.5;76.5;0.2275;-0.6426;-0.1000;0.6500;12.8269;
25.09;1;0;0;6;0;0;0;0;0;4B2;147;3B0;3.2;34.0;102.0;14.5;5.5;76.5;0.2275;-0.6097;-0.0500;0.6750;12.8391;
25.34;1;0;0;6;0;0;0;0;0;4B0;147;3B0;3.2;34.0;100.5;14.5;5.5;76.5;0.2275;-0.6041;-0.0500;0.6750;12.6292;
25.59;1;0;0;6;0;0;0;0;0;4AE;147;3B0;3.2;34.0;105.5;14.5;5.5;76.5;0.2314;-0.5963;-0.0250;0.7000;13.2354;
25.84;1;0;0;6;0;0;0;0;0;4AD;147;3B0;3.2;34.0;103.0;14.5;5.5;76.5;0.2235;-0.5864;0.1000;0.7750;12.9110;
26.09;1;0;0;6;FFFF;0;0;0;0;4B2;147;3B0;3.2;34.0;95.0;14.5;5.5;76.5;0.2157;-0.4486;0.2250;0.7000;11.9579;
26.34;1;0;0;6;FFFF;0;FFFF;0;0;4AD;147;3B0;3.2;34.2;83.0;14.5;5.5;76.5;0.2039;-0.3688;0.1000;0.5250;10.4040;
26.59;1;0;0;6;FFFF;0;FFFF;0;0;46B;147;3B0;3.2;34.2;86.0;14.5;5.5;76.5;0.1843;-0.2575;0.0500;0.4750;10.1857;
26.84;1;0;0;6;0;0;0;0;0;46B;147;3B0;3.2;34.2;87.0;14.5;5.5;76.5;0.1882;-0.1605;-0.0750;0.7500;10.3041;
27.09;1;0;0;6;FFFF;FFFF;FFFF;FFFF;1;488;147;3B0;3.2;33.8;51.5;14.5;5.5;76.5;0.1608;-0.0782;0.0500;0.8000;6.2560;
27.34;1;0;0;6;FFFF;FFFF;FFFF;FFFF;1;449;147;3B0;3.2;33.8;28.5;14.5;5.5;76.5;0.0863;-0.0664;0.0250;0.7500;3.2740;
27.60;1;0;0;6;0;0;0;0;0;3F9;147;3B0;3.2;34.2;34.5;14.5;5.5;76.5;0.0784;-0.0506;-0.2000;0.7000;3.6742;
27.85;1;0;0;6;0;0;0;0;0;3F6;147;3B0;3.2;33.5;50.0;14.5;5.5;76.5;0.1412;-0.0440;-0.3500;0.7750;5.3093;
28.10;1;0;0;6;0;0;0;0;0;45D;147;3B0;3.2;33.5;84.5;14.5;5.5;76.5;0.2235;-0.0440;-0.2000;0.7000;9.8841;
28.35;1;0;0;6;0;0;0;0;0;48B;147;3B0;3.2;33.4;71.5;14.5;5.5;76.5;0.2235;-0.0442;-0.1000;0.7500;8.7079;
28.60;1;0;0;6;0;0;0;0;0;496;147;3B0;3.2;34.2;76.0;14.5;5.5;76.5;0.2235;-0.0442;-0.1000;0.7750;9.3435;
28.85;1;0;0;7;0;0;0;0;0;49C;147;3B0;3.2;34.2;76.0;14.5;5.5;76.5;0.2235;-0.0443;0.0250;0.7500;9.3913;
29.10;1;0;0;7;0;0;0;0;0;4A5;147;3B0;3.2;34.0;75.0;14.5;5.5;76.5;0.2235;-0.0443;0.3250;0.7250;9.3384;
29.35;1;0;0;7;FFFF;FFFF;FFFF;FFFF;1;4A8;147;3B0;3.2;34.0;-1.5;14.5;5.5;76.5;0.0000;-0.0443;0.3500;0.7250;-0.1872;
29.60;1;0;0;7;FFFF;0;FFFF;FFFF;0;3F8;147;3B0;3.2;34.0;17.0;14.5;5.5;76.5;0.0000;-0.0443;0.1500;0.7750;1.8087;
29.85;1;0;0;7;0;0;0;0;0;3D6;147;3B0;3.2;34.0;26.0;14.5;5.5;76.5;0.0000;-0.0442;-0.0500;0.7500;2.6737;
30.10;1;0;0;7;0;0;0;0;0;3B8;147;3B0;3.2;33.6;29.5;14.5;5.5;76.5;0.0000;-0.0423;-0.0750;0.7500;2.9409;
30.35;1;0;0;7;0;0;0;0;0;3BD;147;3B0;3.2;33.6;29.0;14.5;5.5;76.5;0.0000;-0.0423;-0.0250;0.7750;2.9063;
30.60;1;0;0;7;0;0;FFFF;0;0;3B5;147;3B0;3.2;33.3;29.0;14.5;5.5;76.5;0.0000;-0.0420;0.0250;0.7500;2.8820;
30.85;1;0;0;7;FFFF;FFFF;FFFF;FFFF;1;3BC;147;3B0;3.2;33.1;25.5;14.5;5.5;76.5;0.0000;-0.0415;0.0750;0.7250;2.5529;
31.10;1;0;0;7;FFFF;FFFF;FFFF;FFFF;1;3B6;147;3B0;3.2;33.1;26.5;14.5;5.5;76.5;0.0000;-0.0408;0.0750;0.7250;2.6363;
31.35;1;0;0;7;FFFF;FFFF;FFFF;FFFF;1;3BC;147;3B0;3.2;33.0;24.5;14.5;5.5;76.5;0.0000;-0.0408;0.0000;0.7000;2.4527;
31.60;1;0;0;7;FFFF;FFFF;FFFF;FFFF;1;3CC;147;3B0;3.2;32.4;15.0;14.5;5.5;76.5;0.0000;-0.0408;-0.0250;0.7750;1.5268;
31.85;1;0;0;7;0;0;0;0;0;3BC;147;3B0;3.2;32.4;13.5;14.5;5.5;76.5;0.0000;-0.0408;-0.1250;0.7750;1.3515;
32.10;1;0;0;7;0;0;0;0;0;392;147;3B0;3.2;32.4;45.0;14.5;5.5;76.5;0.0000;-0.0408;-0.1000;0.7500;4.3071;
32.35;1;0;0;7;FFFF;FFFF;FFFF;FFFF;1;3B1;147;3B0;3.2;32.4;38.0;14.5;5.5;76.5;0.0000;-0.0408;0.1250;0.7250;3.7605;
32.62;1;0;0;7;FFFF;FFFF;FFFF;FFFF;1;3B2;147;3B0;3.2;32.4;38.5;14.5;5.5;76.5;0.0000;-0.0408;0.1500;0.7750;3.8140;
32.87;1;0;0;7;FFFF;FFFF;FFFF;FFFF;1;3BB;147;3B0;3.2;31.7;36.5;14.5;5.5;76.5;0.0000;-0.0415;0.2500;0.6500;3.6503;
33.12;1;0;0;7;FFFF;FFFF;FFFF;FFFF;1;3B6;147;3B0;3.2;31.7;50.5;14.5;5.5;76.5;0.0941;-0.0433;0.0500;0.9250;5.0239;
33.37;1;0;0;8;FFFF;FFFF;FFFF;FFFF;1;3DF;147;3B0;3.2;31.1;56.5;14.5;5.5;76.5;0.1098;-0.0433;0.0000;0.8250;5.8634;
33.62;1;0;0;8;FFFF;FFFF;FFFF;FFFF;1;3CC;147;3B0;3.2;30.9;45.0;14.5;5.5;76.5;0.0510;-0.0433;-0.1250;1.2250;4.5804;
33.87;1;0;0;8;FFFF;FFFF;FFFF;FFFF;1;3CD;147;3B0;3.2;30.9;64.5;14.5;5.5;76.5;0.1216;-0.0396;-0.3500;0.9250;6.5721;
34.12;1;0;0;8;FFFF;FFFF;FFFF;FFFF;1;40A;147;3B0;3.2;30.9;84.0;14.5;5.5;76.5;0.1608;-0.0375;-0.1500;1.0000;9.0955;
34.37;1;0;0;8;FFFF;FFFF;FFFF;FFFF;1;431;147;3B0;3.2;30.7;69.5;14.5;5.5;76.5;0.1569;-0.0377;-0.0500;1.0000;7.8093;
34.62;1;0;0;8;FFFF;FFFF;FFFF;FFFF;1;432;147;3B0;3.2;30.4;67.5;14.5;5.5;76.5;0.1529;-0.0393;0.1500;1.0250;7.5917;
34.87;1;0;0;8;FFFF;FFFF;FFFF;FFFF;1;435;147;3B0;3.2;30.4;28.5;14.5;5.5;76.5;0.0000;-0.0413;0.1750;0.8750;3.2143;
35.12;1;0;0;8;FFFF;FFFF;FFFF;FFFF;1;404;147;3B0;3.2;30.5;5.0;14.5;5.5;76.5;0.0000;-0.1840;-0.2000;0.8000;0.5383;
35.37;1;0;0;8;0;0;0;0;0;3D0;147;3B0;3.2;30.1;12.5;14.5;5.5;76.5;0.0000;-0.2682;-0.4250;0.9250;1.2776;
35.62;1;0;0;8;0;0;0;0;0;3B0;147;3B0;3.2;30.1;23.5;14.5;5.5;76.5;0.0353;-0.3596;-0.4500;0.8500;2.3231;
35.87;1;0;0;8;0;0;0;0;0;3C1;147;3B0;3.2;29.4;35.5;14.5;5.5;76.5;0.0980;-0.4143;-0.2500;0.9000;3.5726;
36.12;1;0;0;8;0;0;0;0;0;418;147;3B0;3.2;29.4;41.0;14.5;5.5;76.5;0.1529;-0.4248;0.0250;0.8500;4.4996;
36.37;1;0;0;8;0;0;0;0;0;41F;147;3B0;3.2;29.6;54.5;14.5;5.5;76.5;0.1882;-0.4251;-0.0250;1.0000;6.0211;
36.62;1;0;0;8;0;0;0;0;0;460;147;3B0;3.2;29.8;75.5;14.5;5.5;76.5;0.2196;-0.4253;-0.1250;0.9750;8.8551;
36.87;1;0;0;8;0;0;0;0;0;47F;147;3B0;3.2;29.8;76.0;14.5;5.5;76.5;0.2196;-0.4253;0.0250;0.8000;9.1605;
37.12;1;0;0;8;0;0;0;0;0;48A;147;3B0;3.2;29.5;72.5;14.5;5.5;76.5;0.2157;-0.4395;0.2250;0.9750;8.8221;
37.37;1;0;0;8;FFFF;FFFF;FFFF;FFFF;1;49A;147;3B0;3.2;29.7;73.5;14.5;5.5;76.5;0.2196;-0.4400;0.3250;1.1000;9.0670;
37.63;1;0;0;8;FFFE;FFFF;FFFE;FFFF;1;498;147;3B0;3.2;29.7;12.0;14.5;5.5;76.5;0.0000;-0.4403;0.5750;1.0500;1.4778;
37.88;1;0;0;8;FFFF;FFFF;FFFF;FFFF;1;449;147;3B0;3.2;30.2;-2.0;14.5;5.5;76.5;0.0000;-0.4508;0.1500;0.7500;-0.2298;
38.13;1;0;0;9;FFFF;FFFF;FFFF;FFFF;1;3C7;147;3B0;3.2;30.2;15.5;14.5;5.5;76.5;0.0000;-0.5338;-0.2250;0.9250;1.5696;
38.38;1;0;0;9;FFFF;FFFF;FFFF;FFFF;1;3B3;147;3B0;3.2;29.4;21.0;14.5;5.5;76.5;0.0000;-0.5988;-0.1750;0.8000;2.0826;
38.63;1;0;0;9;FFFF;FFFF;FFFF;0;1;3AC;147;3B0;3.2;29.4;26.5;14.5;5.5;76.5;0.0000;-0.6719;-0.0500;0.8500;2.6086;
38.88;1;0;0;9;FFFF;FFFF;FFFF;0;1;3B1;147;3B0;3.2;29.5;26.5;14.5;5.5;76.5;0.0000;-0.7243;-0.0250;0.8000;2.6224;
39.13;1;0;0;9;FFFF;0;FFFF;0;0;3B2;147;3B0;3.2;29.5;26.0;14.5;5.5;76.5;0.0000;-0.8182;-0.1000;0.8500;2.5757;
39.38;1;0;0;9;FFFF;0;FFFF;0;0;3A0;147;3B0;3.2;29.0;42.0;14.5;5.5;76.5;0.0000;-0.8452;-0.0500;0.8250;4.0816;
39.63;1;0;0;9;FFFF;FFFF;FFFF;FFFF;1;3B5;147;3B0;3.2;29.1;53.5;14.5;5.5;76.5;0.0549;-0.8686;0.1500;0.8500;5.3168;
39.88;1;0;0;9;FFFF;FFFF;FFFF;FFFF;1;3C9;147;3B0;3.2;29.1;48.5;14.5;5.5;76.5;0.0549;-0.8965;0.2750;0.8500;4.9215;
40.13;1;0;0;9;FFFE;FFFF;FFFE;FFFF;1;3BC;147;3B0;3.2;29.8;55.0;14.5;5.5;76.5;0.0549;-0.9633;0.3750;0.8250;5.5062;
40.38;1;0;0;9;FFFE;FFFE;FFFE;FFFF;2;3B6;147;3B0;3.2;29.8;66.5;14.5;5.5;76.5;0.0549;-0.9618;0.3250;0.5750;6.6157;
40.63;1;0;0;9;FFFD;FFFE;FFFE;FFFE;2;3D3;147;3B0;3.2;29.8;60.0;14.5;5.5;76.5;0.0549;-0.9611;0.3500;0.1500;6.1512;
40.88;1;0;0;9;FFFD;FFFE;FFFE;FFFF;2;3E5;147;3B0;3.2;29.2;53.0;14.5;5.5;76.5;0.0588;-0.9606;0.0500;0.4750;5.5335;
41.13;1;0;0;9;FFFD;FFFD;FFFD;FFFE;3;3BC;147;3B0;3.2;29.2;69.5;14.5;5.5;76.5;0.0588;-0.9604;0.2000;1.0500;6.9578;
41.38;1;0;0;9;FFFC;FFFE;FFFD;FFFE;3;3D3;147;3B0;3.2;28.9;64.0;14.5;5.5;76.5;0.0627;-0.9604;0.3500;1.0750;6.5613;
41.63;1;0;0;9;FFFD;FFFD;FFFD;FFFE;3;3E9;147;3B0;3.2;29.5;50.0;14.5;5.5;76.5;0.0000;-0.9604;0.0000;0.5000;5.2412;
41.88;1;0;0;9;FFFD;FFFE;FFFD;FFFE;3;401;147;3B0;3.2;29.5;24.5;14.5;5.5;76.5;0.0000;-0.9599;-0.1000;0.7750;2.6298;
42.13;1;0;0;9;FFFD;FFFE;FFFE;FFFE;2;3D6;147;3B0;3.2;28.5;25.5;14.5;5.5;76.5;0.0000;-0.9596;-0.2000;0.6000;2.6223;
42.38;1;0;0;9;FFFD;FFFE;FFFE;FFFF;2;3CA;147;3B0;3.2;28.5;22.5;14.5;5.5;76.5;0.0000;-0.9596;-0.1250;0.7750;2.2855;
42.64;1;0;0;9;FFFE;FFFE;FFFE;FFFF;2;3BB;147;3B0;3.2;29.0;16.5;14.5;5.5;76.5;0.0000;-0.9596;-0.1500;0.7250;1.6501;
42.89;1;1;0;9;FFFE;FFFE;FFFE;FFFF;2;39D;147;3B0;3.2;29.0;24.5;14.5;5.5;76.5;0.0000;-0.9598;-0.2000;0.7000;2.3732;
43.14;1;1;0;9;FFFE;FFFF;FFFF;FFFF;1;3A1;147;3B0;3.2;29.1;23.5;14.5;5.5;76.5;0.0000;-0.9598;-0.5000;0.5250;2.2862;
43.39;1;1;0;9;FFFF;FFFF;FFFF;FFFF;1;3A9;147;3B0;3.2;28.3;18.5;14.5;5.5;76.5;0.0000;-0.9596;-0.7500;0.5250;1.8153;
43.64;1;1;0;A;0;0;0;0;0;3A3;147;3B0;3.2;28.3;16.0;14.5;5.5;76.5;0.0000;-0.9578;-0.8000;0.4750;1.5599;
43.89;1;1;0;A;0;0;0;0;0;39E;147;3B0;3.2;28.0;18.0;14.5;5.5;76.5;0.0000;-0.9574;-0.2000;0.8750;1.7455;
44.14;1;1;0;A;0;0;0;0;0;39F;147;3B0;3.2;28.0;17.5;14.5;5.5;76.5;0.0000;-0.9573;-0.1500;0.8500;1.6988;
44.39;1;0;0;A;0;0;0;0;0;3BA;147;3B0;3.2;27.7;16.0;14.5;5.5;76.5;0.0000;-0.9483;-0.0250;0.8750;1.5984;
44.64;1;0;0;A;0;0;0;0;0;3BF;147;3B0;3.2;27.6;9.5;14.5;5.5;76.5;0.0000;-0.9044;-0.0500;0.8250;0.9540;
44.89;1;0;0;A;0;0;0;0;0;3B9;147;3B0;3.2;27.6;53.5;14.5;5.5;76.5;0.1294;-0.7306;-0.0250;0.7750;5.3392;
45.14;1;0;0;A;0;0;0;0;0;411;147;3B0;3.2;27.2;50.5;14.5;5.5;76.5;0.1608;-0.6212;-0.0750;0.7750;5.5052;
45.39;1;0;0;A;0;0;0;0;0;417;147;3B0;3.2;27.4;64.0;14.5;5.5;76.5;0.1608;-0.5226;-0.0250;0.8000;7.0171;
45.64;1;0;0;A;0;0;0;0;0;420;147;3B0;3.2;27.4;68.5;14.5;5.5;76.5;0.1608;-0.4093;0.3750;0.9000;7.5750;
45.89;1;0;0;A;1;1;1;1;1;438;145;3B0;3.2;26.5;78.5;14.5;5.5;76.5;0.1529;-0.1330;0.4250;0.9000;8.8781;
46.14;1;0;0;A;1;1;1;1;1;481;145;3B0;3.2;26.5;91.5;14.5;5.5;76.5;0.1569;0.0288;0.4750;1.0750;11.0479;
46.39;1;0;0;A;2;2;2;2;1;4F7;145;3B0;3.2;26.5;104.0;14.5;5.5;76.5;0.1569;0.1237;0.4500;1.0500;13.8423;
46.64;1;0;0;A;2;2;2;2;2;54B;145;3B0;3.2;26.5;108.5;14.5;5.5;76.5;0.1490;0.2342;0.5250;1.1500;15.3956;
46.89;1;0;0;A;3;3;3;3;3;585;145;3B0;3.2;26.5;112.0;14.5;5.5;76.5;0.1412;0.4395;0.6000;1.2500;16.5725;
47.14;1;0;0;A;3;4;3;4;3;598;145;3B0;3.2;26.5;111.0;14.5;5.5;76.5;0.1333;0.5222;0.7000;1.3250;16.6454;
47.39;1;0;0;A;4;5;4;4;4;596;145;3B0;3.2;26.0;109.0;14.5;5.5;76.5;0.1255;0.5860;0.6750;1.4500;16.3227;
47.66;1;0;0;A;4;6;4;5;5;593;145;3B0;3.2;26.4;110.5;14.5;5.5;76.5;0.1216;0.6493;0.5500;1.4750;16.5126;
47.91;1;0;0;A;5;6;4;6;5;591;145;3B0;3.2;26.4;110.5;14.5;5.5;76.5;0.1216;0.7527;0.5500;1.6250;16.4894;
48.16;1;0;0;A;6;7;5;7;6;591;145;3B0;3.2;26.7;111.5;14.5;5.5;76.5;0.1216;0.7856;0.5250;1.5250;16.6387;
48.41;1;0;0;A;6;8;5;7;6;595;145;3B0;3.2;26.6;111.0;14.5;5.5;76.5;0.1216;0.8259;0.4750;1.6000;16.6105;
48.66;1;0;0;A;6;8;5;7;7;595;145;3B0;3.2;26.6;111.5;14.5;5.5;76.5;0.1216;0.8637;0.3250;1.5250;16.6854;
48.91;1;0;0;A;7;9;6;8;7;5A3;145;3B0;3.2;26.4;105.5;14.5;5.5;76.5;0.1255;0.7472;0.4250;1.0250;15.9422;
49.16;1;0;0;A;7;9;7;8;8;59D;145;3B0;3.2;26.4;105.0;14.5;5.5;76.5;0.1216;0.6484;0.5500;0.9000;15.8006;
49.41;1;0;0;A;8;9;7;9;8;591;145;3B0;3.2;26.7;109.0;14.5;5.5;76.5;0.1255;0.5144;0.6000;0.5000;16.2656;
49.66;1;0;0;A;9;9;8;9;9;587;145;3B0;3.2;26.2;114.0;14.5;5.5;76.5;0.1255;0.3459;0.8000;0.0000;16.8923;
49.91;1;0;0;A;9;A;9;A;A;575;145;3B0;3.2;26.2;127.0;14.5;5.5;76.5;0.1255;0.0505;0.8500;-0.1250;18.5793;
50.16;1;0;0;A;B;B;B;B;B;56D;145;3B0;3.2;25.7;136.0;14.5;5.5;76.5;0.1216;-0.0552;1.1000;-0.2000;19.7820;
50.41;1;0;0;B;C;C;C;C;C;59E;145;3B0;3.2;25.2;133.5;14.5;5.5;76.5;0.1255;-0.1380;1.1250;-0.5250;20.1034;
50.66;1;0;0;B;D;C;D;C;C;5D8;145;3B0;3.2;25.2;105.5;14.5;5.5;76.5;0.1333;-0.1347;0.7750;-0.0750;16.5277;
50.91;0;0;0;B;D;D;D;C;D;5E3;145;3B0;3.2;25.2;62.5;14.5;5.5;76.5;0.1333;-0.0968;0.4500;0.0500;9.8633;
51.16;0;0;0;B;C;C;C;C;C;5CA;145;3B0;3.2;24.5;39.5;14.5;5.5;76.5;0.1333;-0.0813;-0.1750;0.1000;6.1302;
51.41;0;0;0;B;C;C;C;C;C;593;145;3B0;3.2;24.5;30.5;14.5;5.5;76.5;0.1451;-0.0510;-0.3750;0.2000;4.5578;
51.66;0;0;0;B;B;B;B;B;B;56F;145;3B0;3.2;24.5;37.5;14.5;5.5;76.5;0.2118;-0.0237;-0.4750;0.4250;5.4624;
51.91;0;0;0;B;B;B;B;B;B;553;145;3B0;3.2;24.4;58.0;14.5;5.5;76.5;0.2235;0.0096;-0.3500;0.2500;8.2785;
