time(s);clutchPressed;brakePressed;steeringWheelButtons;engineTemp(C);wheel1;wheel2;wheel3;wheel4;speed;engineRpm;range;airPressIntake(hPa);fuelLevel1;fuelLevel2;engineTorque(Nm);batteryVoltage;avgCons;avgSpeed;throttlePercent;steeringPos;accelLong(m_sq(s));accelCross(m_sq(s));enginePow(kW);
305.65;0;0;0;53;21;21;21;21;21;539;139;3C2;3.2;26.3;47.0;14.5;5.5;76.3;0.2549;0.0025;-0.3750;0.1500;6.5805;
305.90;0;0;0;53;21;21;21;21;21;532;139;3C2;3.2;26.0;70.0;14.5;5.5;76.3;0.2745;0.0064;-0.2750;0.2000;9.7494;
306.15;0;0;0;53;21;21;21;21;21;533;139;3C2;3.2;26.0;87.0;14.5;5.5;76.3;0.2745;0.0083;-0.0250;0.3250;12.1262;
306.40;0;0;0;53;21;21;21;21;21;533;139;3C2;3.2;25.6;90.5;14.5;5.5;76.3;0.2667;0.0105;0.0250;0.2250;12.6141;
306.65;0;0;0;53;21;21;21;21;21;536;139;3C2;3.2;25.4;85.5;14.5;5.5;76.3;0.2510;0.0096;0.1000;0.4250;11.9440;
306.90;0;0;0;53;21;21;21;21;22;53A;139;3C2;3.2;25.4;77.5;14.5;5.5;76.3;0.2392;0.0068;0.0500;0.3250;10.8589;
307.15;0;0;0;53;21;22;21;21;22;538;139;3C2;3.2;25.1;54.5;14.5;5.5;76.3;0.2078;0.0013;-0.0250;0.0000;7.6249;
307.40;0;0;0;53;21;21;21;21;21;536;139;3C2;3.2;25.1;45.0;14.5;5.5;76.3;0.1961;-0.0041;-0.1000;-0.0250;6.2863;
307.65;0;0;0;53;21;21;21;21;21;52B;139;3C2;3.2;24.6;41.5;14.5;5.5;76.3;0.1961;-0.0067;-0.1500;0.2250;5.7496;
307.90;0;0;0;53;21;21;21;21;21;525;139;3C2;3.2;24.6;41.5;14.5;5.5;76.3;0.1961;-0.0059;-0.1750;0.2500;5.7235;
308.15;0;0;0;53;21;21;21;21;21;51C;139;3C2;3.2;24.3;43.0;14.5;5.5;76.3;0.2039;-0.0050;-0.2750;0.1250;5.8899;
308.42;0;0;0;53;20;21;21;20;21;516;139;3C2;3.2;24.3;46.5;14.5;5.5;76.3;0.2235;-0.0048;-0.2500;0.0750;6.3400;
308.67;0;0;0;53;20;20;20;20;20;50D;139;3C2;3.2;24.3;67.0;14.5;5.5;76.3;0.2627;-0.0048;-0.2250;0.2250;9.0720;
308.92;0;0;0;53;20;20;20;20;20;508;139;3C2;3.2;24.1;78.5;14.4;5.5;76.3;0.2667;-0.0058;-0.1750;0.3250;10.5880;
309.17;0;0;0;53;20;20;20;20;20;509;139;3C2;3.2;24.1;87.0;14.4;5.5;76.3;0.2784;-0.0073;-0.0500;0.2000;11.7436;
309.42;0;0;0;53;20;20;20;20;20;509;139;3C2;3.2;23.7;93.5;14.4;5.5;76.3;0.2902;-0.0119;-0.0250;0.1500;12.6210;
309.67;0;0;0;53;20;20;20;20;20;50C;139;3C2;3.2;23.5;102.0;14.4;5.5;76.3;0.2941;-0.0286;0.0500;-0.2000;13.8004;
309.92;0;0;0;53;21;20;21;20;20;511;139;3C2;3.2;23.5;104.5;14.4;5.5;76.3;0.2941;-0.0377;0.0500;-0.4500;14.1933;
310.17;0;0;0;53;21;20;21;20;21;512;139;3C2;3.2;23.1;107.5;14.4;5.5;76.3;0.2941;-0.0403;0.0750;-0.2500;14.6121;
310.42;0;0;0;53;21;20;21;20;21;516;139;3C2;3.2;23.1;107.5;14.4;5.5;76.3;0.2941;-0.0468;0.1250;-0.4750;14.6571;
310.67;0;0;0;53;21;21;21;21;21;523;139;3C2;3.2;22.7;107.5;14.4;5.5;76.3;0.3020;-0.0508;0.1250;-0.6500;14.8034;
310.92;0;0;0;53;21;21;21;21;21;528;139;3C2;3.2;22.3;110.0;14.4;5.5;76.3;0.3020;-0.0508;0.1500;-0.5750;15.2053;
311.17;0;0;0;53;21;21;21;21;21;531;139;3C2;3.2;22.3;114.0;14.4;5.5;76.3;0.3098;-0.0506;0.1750;-0.5250;15.8657;
311.42;0;0;0;53;22;21;22;21;21;53C;139;3C2;3.2;22.0;116.5;14.4;5.5;76.3;0.3216;-0.0492;0.2000;-0.4500;16.3478;
311.67;0;0;0;53;22;22;22;22;22;542;139;3C2;3.2;22.0;123.0;14.4;5.5;76.3;0.3216;-0.0218;0.2000;-0.1250;17.3372;
311.92;0;0;0;53;22;22;22;22;22;549;139;3C2;3.2;21.5;124.0;14.4;5.5;76.3;0.3176;0.0023;0.2000;0.3750;17.5690;
312.17;0;0;0;53;22;22;22;22;22;557;139;3C2;3.2;21.5;119.5;14.4;5.5;76.3;0.3098;0.0243;0.2250;0.7000;17.1067;
312.42;0;0;0;53;22;23;22;23;22;561;139;3C2;3.2;21.2;118.0;14.4;5.5;76.3;0.3098;0.0352;0.2250;1.0000;17.0155;
312.67;0;0;0;53;22;23;22;23;23;569;139;3C2;3.2;21.5;117.0;14.4;5.5;76.3;0.3098;0.0525;0.1750;1.3000;16.9693;
312.92;0;0;0;53;22;23;23;23;23;56D;139;3C2;3.2;21.5;116.0;14.4;5.5;76.3;0.3059;0.0515;0.1750;1.1750;16.8729;
313.17;0;0;0;53;23;23;23;23;23;573;139;3C2;3.2;21.8;108.5;14.4;5.5;76.3;0.2824;0.0486;0.1750;1.0000;15.8501;
313.43;0;0;0;53;23;23;23;23;23;573;139;3C2;3.2;21.8;91.5;14.4;5.5;76.3;0.2549;0.0401;0.0750;0.5250;13.3667;
313.68;0;0;0;53;23;23;23;23;23;578;139;3C2;3.2;21.8;81.0;14.4;5.5;76.3;0.2627;0.0259;-0.0250;0.4750;11.8752;
313.93;0;0;0;53;23;23;23;23;23;576;139;3C2;3.2;22.2;87.0;14.4;5.5;76.3;0.2980;0.0246;-0.0500;0.6750;12.7366;
314.18;0;0;0;53;23;23;23;23;23;577;139;3C2;3.2;22.2;101.0;14.4;5.5;76.3;0.2902;0.0246;0.0000;0.5000;14.7968;
314.43;0;0;0;53;23;23;23;23;23;578;139;3C2;3.2;22.5;102.0;14.4;5.5;76.3;0.2902;0.0245;0.0250;0.4000;14.9540;
314.68;0;0;0;53;23;23;23;23;23;57E;139;3C2;3.2;22.8;101.5;14.4;5.5;76.3;0.2863;0.0198;0.0500;0.3500;14.9445;
314.93;0;0;0;53;23;23;23;23;23;57E;139;3C2;3.2;22.8;74.0;14.4;5.5;76.3;0.2549;0.0195;0.0250;0.5000;10.8955;
315.18;0;0;0;53;23;23;23;23;23;576;139;3C2;3.2;23.3;57.0;14.4;5.5;76.3;0.2196;0.0183;-0.1250;0.4000;8.3447;
315.43;0;0;0;53;23;23;23;23;23;56B;139;3C2;3.2;23.7;57.0;14.4;5.5;76.3;0.2196;0.0135;-0.2000;0.1500;8.2790;
315.68;0;0;0;53;22;22;22;22;23;561;139;3C2;3.2;23.7;53.5;14.4;5.5;76.3;0.2157;-0.0034;-0.2500;-0.0500;7.7147;
315.93;0;0;0;53;22;22;22;22;22;558;139;3C2;3.2;23.7;47.0;14.4;5.5;76.3;0.2039;-0.0122;-0.3250;-0.1500;6.7331;
316.18;0;0;0;53;22;22;22;22;22;54B;139;3C2;3.2;24.1;47.5;14.4;5.5;76.3;0.2078;-0.0165;-0.3500;-0.2250;6.7400;
316.43;0;0;0;53;22;21;22;21;22;542;139;3C2;3.2;24.1;51.5;14.4;5.5;76.3;0.2157;-0.0258;-0.3500;-0.6000;7.2591;
316.68;0;0;0;53;21;21;21;21;21;534;139;3C2;3.2;24.1;56.0;14.4;5.5;76.3;0.2314;-0.0365;-0.3500;-0.6500;7.8113;
316.93;0;0;0;53;21;21;21;21;21;52C;139;3C2;3.2;23.6;64.5;14.4;5.5;76.3;0.2392;-0.0370;-0.2500;-0.4750;8.9429;
317.18;0;0;0;53;21;21;21;21;21;525;139;3C2;3.2;23.6;73.5;14.4;5.5;76.3;0.2667;-0.0370;-0.2500;-0.5500;10.1368;
317.43;0;0;0;53;21;21;21;21;21;520;139;3C2;3.2;22.9;84.5;14.4;5.5;76.3;0.2706;-0.0366;-0.1500;-0.7000;11.6097;
317.68;0;0;0;54;21;21;21;21;21;522;139;3C2;3.2;22.7;90.5;14.4;5.5;76.3;0.2784;-0.0355;-0.0750;-0.5750;12.4530;
317.93;0;0;0;54;21;20;21;21;21;520;13B;3C2;3.2;22.7;93.0;14.4;5.5;76.3;0.2745;-0.0328;-0.0250;-0.3750;12.7775;
318.18;0;0;0;54;21;20;21;21;21;520;13B;3C2;3.2;22.1;93.5;14.4;5.5;76.3;0.2745;-0.0292;-0.0500;-0.3250;12.8462;
318.45;0;0;0;54;21;21;21;21;21;51F;13B;3C2;3.2;21.8;94.0;14.4;5.5;76.3;0.2745;-0.0034;-0.0250;-0.0500;12.9050;
318.70;0;0;0;54;21;21;21;21;21;520;13B;3C2;3.2;21.8;92.5;14.4;5.5;76.3;0.2745;0.0190;-0.0500;0.4500;12.7088;
318.95;0;0;0;54;21;21;21;21;21;51E;13B;3C2;3.2;21.7;93.5;14.4;5.5;76.3;0.2745;0.0295;-0.0250;0.5750;12.8266;
319.20;0;0;0;54;20;21;21;21;21;51C;13B;3C2;3.2;21.7;93.0;14.4;5.5;76.3;0.2706;0.0379;-0.0250;0.6750;12.7385;
319.45;0;0;0;54;20;21;20;21;21;51C;13B;3C0;3.2;21.8;93.5;14.4;5.5;76.3;0.2745;0.0430;-0.0250;0.7000;12.8070;
319.70;0;0;0;54;20;21;20;21;21;51A;13B;3C2;3.2;21.7;94.0;14.4;5.5;76.3;0.2745;0.0385;-0.0500;0.6000;12.8558;
319.95;0;0;0;54;20;21;20;21;21;51F;13B;3C2;3.2;21.7;94.0;14.4;5.5;76.3;0.2745;0.0338;-0.0250;0.2750;12.9050;
320.20;0;0;0;54;20;21;21;21;21;51E;13B;3C2;3.2;21.7;94.0;14.4;5.5;76.3;0.2745;0.0283;0.0000;0.1500;12.8952;
320.45;0;0;0;54;21;21;21;21;21;51C;13B;3C2;3.2;21.8;93.5;14.4;5.5;76.3;0.2706;-0.0037;0.0000;-0.1000;12.8070;
320.70;0;0;0;54;21;21;21;21;21;51D;13B;3C2;3.2;21.9;92.5;14.4;5.5;76.3;0.2745;-0.0100;0.0000;-0.2000;12.6797;
320.95;0;0;0;54;21;21;21;21;21;522;13B;3C0;3.2;21.9;92.5;14.4;5.5;76.3;0.2745;-0.0138;0.0000;-0.2750;12.7282;
321.20;0;0;0;54;21;21;21;21;21;521;13B;3C2;3.2;21.9;92.0;14.4;5.5;76.3;0.2706;-0.0179;-0.0250;-0.3500;12.6497;
321.45;0;0;0;54;21;21;21;21;21;521;13B;3C2;3.2;21.9;91.0;14.4;5.5;76.3;0.2667;-0.0221;0.0000;-0.2500;12.5122;
321.70;0;0;0;54;21;21;21;21;21;520;13B;3C2;3.2;21.9;89.0;14.4;5.5;76.3;0.2627;-0.0243;-0.0500;-0.3750;12.2279;
321.95;0;0;0;54;21;21;21;21;21;51B;13B;3C0;3.2;22.0;86.5;14.4;5.5;76.3;0.2627;-0.0251;-0.0750;-0.3250;11.8391;
322.20;0;0;0;54;21;20;21;20;21;51A;13B;3C0;3.2;22.0;86.5;14.4;5.5;76.3;0.2627;-0.0251;-0.0750;-0.2250;11.8301;
322.45;0;0;0;54;21;21;21;20;21;519;13B;3C0;3.2;22.2;85.5;14.4;5.5;76.3;0.2627;-0.0248;-0.0500;-0.2500;11.6844;
322.70;0;0;0;54;21;21;21;20;21;51A;13B;3C0;3.2;22.0;86.0;14.4;5.5;76.3;0.2627;-0.0246;-0.0250;-0.3250;11.7617;
322.95;0;0;0;54;21;21;20;20;21;515;13B;3C2;3.2;22.0;86.0;14.4;5.5;76.3;0.2627;-0.0243;-0.0500;-0.1000;11.7167;
323.20;0;0;0;54;21;20;21;20;21;516;13B;3C0;3.2;22.1;86.0;14.4;5.5;76.3;0.2627;-0.0243;-0.0500;-0.1000;11.7257;
323.46;0;0;0;54;20;20;21;20;21;513;13B;3C0;3.2;21.8;86.0;14.4;5.5;76.3;0.2627;-0.0237;-0.0750;-0.1250;11.6987;
323.71;0;0;0;54;21;20;21;20;20;511;13B;3C2;3.2;21.8;86.0;14.4;5.5;76.3;0.2627;-0.0226;-0.0750;-0.1750;11.6807;
323.96;0;0;0;54;21;20;20;20;20;510;13B;3C2;3.2;21.4;86.0;14.4;5.5;76.3;0.2627;-0.0198;-0.0500;0.0500;11.6716;
324.21;0;0;0;54;20;20;20;20;20;50C;13B;3C0;3.2;21.4;86.0;14.4;5.5;76.3;0.2627;-0.0160;-0.0750;0.0750;11.6356;
324.46;0;0;0;54;20;20;20;20;20;509;13B;3C0;3.2;21.4;86.0;14.4;5.5;76.3;0.2627;-0.0070;-0.1000;0.1750;11.6086;
324.71;0;0;0;54;20;20;20;20;20;509;13B;3C0;3.2;21.4;86.0;14.4;5.5;76.3;0.2627;-0.0038;-0.0500;0.3500;11.6086;
324.96;0;0;0;54;20;20;20;20;20;506;13B;3C0;3.2;21.5;85.5;14.4;5.5;76.3;0.2627;-0.0018;-0.0500;0.1750;11.5143;
325.21;0;0;0;54;20;20;20;20;20;506;13B;3C0;3.2;21.5;86.0;14.4;5.5;76.3;0.2588;-0.0016;-0.0750;0.1500;11.5816;
325.46;0;0;0;54;20;20;20;20;20;500;13B;3C0;3.2;21.4;80.5;14.4;5.5;76.3;0.2392;-0.0018;-0.0750;0.2500;10.7903;
325.71;0;0;0;54;20;20;20;20;20;4FD;13B;3C0;3.2;21.9;73.0;14.4;5.5;76.3;0.2314;-0.0037;-0.1250;0.2500;9.7621;
325.96;0;0;0;54;20;20;20;20;20;4F7;13B;3C0;3.2;21.9;68.0;14.4;5.5;76.3;0.2314;-0.0050;-0.1500;0.2750;9.0507;
326.21;0;0;0;54;20;20;20;20;20;4F3;13B;3C0;3.2;22.0;66.5;14.4;5.5;76.3;0.2314;-0.0067;-0.1500;0.2500;8.8232;
326.46;0;0;0;54;20;20;20;20;20;4F0;13B;3C0;3.2;22.1;63.0;14.4;5.5;76.3;0.2275;-0.0108;-0.1500;0.1500;8.3390;
326.71;0;0;0;54;1F;1F;20;20;20;4E9;13B;3C0;3.2;22.1;60.5;14.4;5.5;76.3;0.1451;-0.0110;-0.1250;0.0500;7.9638;
326.96;0;0;0;54;1F;1F;1F;1F;1F;4C9;13B;3C0;3.2;22.5;-17.0;14.4;5.5;76.3;0.0000;-0.0141;-0.4250;0.0750;-2.1808;
327.21;0;0;0;54;1E;1E;1E;1E;1F;4AF;13B;3C0;3.2;22.5;-27.5;14.4;5.5;76.3;0.0000;-0.0200;-0.5500;-0.1000;-3.4529;
327.46;0;0;0;54;1E;1D;1E;1D;1E;49F;13B;3C0;3.2;23.0;-30.5;14.4;5.5;76.3;0.0000;-0.0295;-0.7250;0.0500;-3.7784;
327.71;0;0;0;55;1D;1D;1D;1D;1D;48E;13B;3C0;3.2;23.4;-30.5;14.4;5.5;76.3;0.0000;-0.0343;-0.7000;-0.0750;-3.7241;
327.96;0;0;0;55;1C;1C;1C;1C;1C;46C;13B;3C0;3.2;23.4;-30.5;14.4;5.5;76.3;0.0000;-0.0407;-0.7750;-0.3750;-3.6156;
328.21;0;0;0;55;1C;1C;1C;1C;1C;45D;13B;3C0;3.2;23.7;-30.5;14.4;5.5;76.3;0.0000;-0.0478;-0.7000;-0.3500;-3.5676;
328.47;1;0;0;55;1C;1B;1C;1B;1B;3D1;13B;3C0;3.2;23.7;-30.0;14.4;5.5;76.3;0.0000;-0.0642;-0.6500;-0.4000;-3.0693;
328.72;1;0;0;55;1B;1B;1B;1A;1B;36E;13B;3C0;3.2;24.0;-2.0;14.4;5.5;76.3;0.0000;-0.0753;-0.4500;-0.5500;-0.1839;
328.97;1;0;0;55;1B;1A;1B;1A;1B;36F;13B;3C0;3.2;24.0;2.5;14.4;5.5;76.3;0.0000;-0.0761;-0.5000;-0.4500;0.2301;
329.22;1;0;0;55;1B;1A;1A;1A;1A;36A;13B;3C0;3.2;24.0;2.5;14.4;5.5;76.3;0.0000;-0.0807;-0.4250;-0.5500;0.2288;
329.47;1;0;0;55;1A;19;1A;19;1A;398;13B;3C0;3.2;23.8;-21.0;14.4;5.5;76.3;0.0000;-0.0988;-0.5000;-0.6500;-2.0232;
329.72;1;0;0;55;19;19;19;18;19;395;13B;3C0;3.2;23.8;-28.5;14.4;5.5;76.3;0.0000;-0.1033;-0.6500;-0.6000;-2.7368;
329.97;1;0;0;55;19;18;19;18;18;40D;13B;3C0;3.2;24.1;-13.5;14.4;5.5;76.3;0.0706;-0.1055;-0.7750;-0.6750;-1.4660;
330.22;1;0;0;55;18;17;18;17;17;4CE;13B;3C0;3.2;24.1;-11.0;14.4;5.5;76.3;0.0745;-0.1068;-0.8750;-0.6000;-1.4169;
330.47;1;0;0;55;17;17;17;16;17;5EF;13B;3C0;3.2;24.1;-5.0;14.4;5.5;76.3;0.0706;-0.1075;-0.8250;-0.5250;-0.7953;
330.72;1;0;0;55;17;16;17;16;17;5B7;13B;3C0;3.2;24.4;-5.0;14.4;5.5;76.3;0.0706;-0.1070;-0.2500;-0.5000;-0.7660;
330.97;0;0;0;55;17;16;17;16;17;5B5;13B;3C0;3.2;24.4;-8.5;14.4;5.5;76.3;0.0627;-0.1021;-0.2000;-0.5000;-1.3005;
331.22;0;0;0;55;17;16;17;16;16;5A4;13B;3C0;3.2;24.2;-11.5;14.4;5.5;76.3;0.0000;-0.0923;-0.2000;-0.3750;-1.7390;
331.47;0;0;0;55;16;16;16;16;16;58C;13B;3C0;3.2;23.8;-25.5;14.4;5.5;76.3;0.0000;-0.0908;-0.2750;-0.3750;-3.7919;
331.72;0;0;0;55;16;15;16;15;16;580;13B;3C0;3.2;23.8;-30.5;14.4;5.5;76.3;0.0000;-0.0938;-0.4750;-0.3250;-4.4971;
331.97;0;0;0;55;16;15;16;15;15;565;13B;3C0;3.2;23.7;-32.0;14.4;5.5;76.3;0.0000;-0.0941;-0.4500;-0.2250;-4.6278;
332.22;0;0;0;55;15;15;15;15;15;54E;13B;3C0;3.2;23.9;-32.5;14.4;5.5;76.3;0.0000;-0.0961;-0.4500;-0.7000;-4.6218;
332.47;0;0;0;55;15;14;15;14;15;531;13B;3C0;3.2;23.9;-32.0;14.4;5.5;76.3;0.0000;-0.1025;-0.4500;-0.4500;-4.4535;
332.72;0;0;0;55;14;14;14;14;14;520;13B;3C0;3.2;23.9;-32.0;14.4;5.5;76.3;0.0000;-0.1015;-0.4500;-0.3250;-4.3966;
332.97;0;0;0;55;14;14;14;14;14;509;13B;3C0;3.2;23.8;-31.5;14.4;5.5;76.3;0.0000;-0.0980;-0.3750;-0.1500;-4.2520;
333.22;0;0;0;55;14;13;14;13;14;4F5;13B;3C0;3.2;24.0;-31.5;14.4;5.5;76.3;0.0000;-0.0906;-0.4000;-0.0500;-4.1860;
333.48;0;0;0;55;13;13;13;13;13;4D8;13B;3C0;3.2;24.0;-31.0;14.4;5.5;76.3;0.0000;-0.0830;-0.4250;0.0250;-4.0254;
333.73;0;0;0;55;13;13;13;13;13;4CD;13B;3C0;3.2;24.5;-31.0;14.4;5.5;76.3;0.0000;-0.0750;-0.4000;0.2500;-3.9897;
333.98;0;0;0;55;13;12;13;12;13;4BC;13B;3C0;3.2;24.5;-31.0;14.4;5.5;76.3;0.0000;-0.0750;-0.3250;-0.0750;-3.9345;
334.23;0;0;0;55;12;12;13;12;12;4A9;13B;3C0;3.2;24.7;-30.5;14.4;5.5;76.3;0.0000;-0.0752;-0.3250;0.0000;-3.8104;
334.48;0;0;0;55;12;12;12;12;12;497;13B;3C0;3.2;24.8;-31.0;14.4;5.5;76.3;0.0000;-0.0842;-0.2750;0.1500;-3.8144;
334.73;0;0;0;55;12;12;12;12;12;48C;13B;3C0;3.2;24.8;-31.0;14.4;5.5;76.3;0.0000;-0.1136;-0.2750;-0.7000;-3.7787;
334.98;0;0;0;55;12;11;12;11;12;474;13B;3C0;3.2;25.1;-30.5;14.4;5.5;76.3;0.0000;-0.1462;-0.3250;-0.4500;-3.6411;
335.23;0;0;0;55;12;11;12;11;11;46B;13B;3C0;3.2;25.6;-30.5;14.4;5.5;76.3;0.0000;-0.1675;-0.3250;-0.4500;-3.6124;
335.48;0;0;0;55;12;11;12;11;11;459;13B;3C0;3.2;25.6;-30.5;14.4;5.5;76.3;0.0000;-0.1908;-0.2750;-0.5000;-3.5549;
335.73;0;0;0;55;11;11;11;10;11;44D;13B;3C0;3.2;25.5;-31.0;14.4;5.5;76.3;0.0000;-0.1962;-0.2500;-0.3500;-3.5742;
335.98;0;0;0;55;11;10;11;10;11;44D;13B;3C0;3.2;25.5;-31.0;14.4;5.5;76.3;0.0000;-0.1963;-0.2000;-0.8250;-3.5742;
336.23;0;0;0;55;11;10;11;10;11;43B;13B;3C0;3.2;25.5;-31.5;14.4;5.5;76.3;0.0000;-0.1963;-0.1250;0.1750;-3.5725;
336.48;0;0;0;55;11;10;11;10;11;437;13B;3C0;3.2;25.7;-31.5;14.4;5.5;76.3;0.0000;-0.1942;-0.1750;-0.0250;-3.5593;
336.73;0;0;0;55;11;10;10;10;10;432;13B;3C0;3.2;25.7;-31.5;14.4;5.5;76.3;0.0000;-0.1914;-0.1500;-1.0500;-3.5428;
336.98;0;0;0;55;11;10;11;10;10;412;13B;3C0;3.2;25.7;-31.0;14.4;5.5;76.3;0.0000;-0.1870;-0.2750;-0.2000;-3.3827;
337.23;0;0;0;55;10;10;10;10;10;41C;13B;3C0;3.2;25.5;-31.5;14.4;5.5;76.3;0.0000;-0.1832;-0.1750;-0.2500;-3.4702;
337.48;0;0;0;55;10;10;10;10;10;40B;13B;3C0;3.2;25.5;-17.0;14.4;5.5;76.3;0.1412;-0.1442;-0.1250;-0.3750;-1.8425;
337.73;0;0;0;55;10;10;10;10;10;421;13B;3C0;3.2;25.5;8.5;14.4;5.5;76.3;0.1608;-0.1127;0.0750;0.0000;0.9409;
337.98;0;0;0;55;11;10;11;10;10;43E;13B;3C0;3.2;25.5;18.5;14.4;5.5;76.3;0.1608;-0.0748;0.2000;0.2000;2.1039;
338.23;0;0;0;55;11;11;11;11;11;447;13B;3C0;3.2;25.0;24.0;14.4;5.5;76.3;0.1647;-0.0373;0.4250;0.3500;2.7520;
338.50;0;0;0;55;11;11;11;11;11;441;13B;3C0;3.2;25.0;-6.5;14.4;5.5;76.3;0.0000;0.0412;0.4250;0.6500;-0.7413;
338.75;0;0;0;55;11;12;11;11;11;459;13B;3C0;3.2;25.2;-26.5;14.4;5.5;76.3;0.0000;0.0850;0.1000;1.0250;-3.0887;
339.00;0;0;0;55;11;11;11;12;11;45E;13B;3C0;3.2;25.2;-30.5;14.4;5.5;76.3;0.0000;0.1328;-0.0500;1.2250;-3.5708;
339.25;0;0;0;55;10;11;10;11;11;45B;13B;3C0;3.2;25.4;-20.5;14.4;5.5;76.3;0.1137;0.1902;-0.1500;1.7250;-2.3936;
339.50;0;0;0;55;11;12;10;12;11;45B;13B;3C0;3.2;26.2;-8.0;14.4;5.5;76.3;0.1216;0.2115;-0.0500;1.6750;-0.9341;
339.75;0;0;0;55;10;12;11;12;11;45E;13B;3C0;3.2;26.2;2.5;14.4;5.5;76.3;0.1216;0.2469;0.0250;1.8500;0.2927;
340.00;0;0;0;55;11;12;10;12;11;461;13B;3C0;3.2;27.2;5.0;14.4;5.5;76.3;0.1216;0.2653;0.0000;1.8750;0.5870;
340.25;0;0;0;55;11;12;10;12;11;457;13B;3C0;3.2;27.9;6.5;14.4;5.5;76.3;0.1255;0.3075;0.1250;2.3500;0.7562;
340.50;0;0;0;55;11;13;10;12;12;471;13B;3C0;3.2;27.9;6.5;14.4;5.5;76.3;0.1255;0.3283;0.1000;2.4500;0.7739;
340.75;0;0;0;55;11;13;10;12;12;476;13C;3C0;3.2;29.1;11.5;14.4;5.5;76.3;0.1412;0.3286;0.0250;2.1500;1.3753;
341.00;0;0;0;55;11;13;10;12;12;46C;13C;3C0;3.2;29.1;16.0;14.4;5.5;76.3;0.1529;0.3286;0.0000;2.1500;1.8967;
341.25;0;0;0;55;11;13;10;12;12;46F;13C;3C0;3.2;30.1;28.0;14.4;5.5;76.3;0.2039;0.3284;-0.0500;2.1250;3.3280;
341.50;0;0;0;55;11;12;10;12;12;46E;13C;3C0;3.2;30.1;39.5;14.4;5.5;76.3;0.2196;0.3250;-0.0250;2.1500;4.6907;
341.75;0;0;0;55;11;13;11;12;12;479;13C;3C0;3.2;30.7;55.0;14.4;5.5;76.3;0.2314;0.3183;0.0750;2.0250;6.5947;
342.00;0;0;0;55;11;13;11;13;12;484;13C;3C0;3.2;30.7;61.0;14.4;5.5;76.3;0.2314;0.3163;0.1250;2.0000;7.3844;
342.25;0;0;0;55;11;13;11;13;12;491;13C;3C0;3.2;31.5;65.0;14.4;5.5;76.3;0.2314;0.3114;0.1750;2.2500;7.9571;
342.50;0;0;0;54;11;13;11;13;12;496;13C;3C0;3.2;32.4;67.0;14.4;5.5;76.3;0.2314;0.2987;0.1250;2.1000;8.2370;
342.75;0;0;0;54;12;13;11;13;12;4A0;13C;3C0;3.2;32.4;68.0;14.4;5.5;76.3;0.2314;0.2826;0.0500;1.8500;8.4312;
343.00;0;0;0;54;12;13;11;13;12;4A8;13C;3C0;3.2;32.6;67.0;14.4;5.5;76.3;0.2314;0.2677;0.0750;1.8000;8.3633;
343.25;0;0;0;54;12;13;12;13;12;4A9;13C;3C0;3.2;32.5;64.0;14.4;5.5;76.3;0.2235;0.2568;0.0500;1.7500;7.9956;
343.51;0;0;0;54;12;13;12;13;12;49C;13C;3C0;3.2;32.5;60.0;14.4;5.5;76.3;0.2157;0.2568;0.0000;1.7250;7.4142;
343.76;0;0;0;54;12;13;11;13;12;497;13C;3C0;3.2;32.1;60.0;14.4;5.5;76.3;0.2353;0.2626;-0.1000;1.7500;7.3827;
344.01;0;0;0;54;11;13;11;13;12;496;13C;3C0;3.2;32.1;65.5;14.4;5.5;76.3;0.2471;0.2708;-0.1250;1.8000;8.0526;
344.26;0;0;0;54;11;13;11;13;12;497;13C;3C0;3.2;31.8;79.5;14.4;5.5;76.3;0.2745;0.3191;-0.1000;2.1000;9.7821;
344.51;0;0;0;54;11;13;11;13;12;4A1;13C;3C0;3.2;31.4;87.5;14.4;5.5;76.3;0.2745;0.3283;0.0000;2.4000;10.8581;
344.76;0;0;0;54;12;13;11;13;12;4AF;13C;3C0;3.2;31.4;92.0;14.4;5.5;76.3;0.2667;0.3283;0.1500;2.0750;11.5514;
345.01;0;0;0;54;12;14;12;14;13;4B9;13C;3C0;3.2;30.8;89.5;14.4;5.5;76.3;0.2549;0.3391;0.2000;2.5250;11.3313;
345.26;0;0;0;54;12;14;12;14;13;4C8;13C;3C0;3.2;30.8;77.5;14.4;5.5;76.3;0.2431;0.3549;0.1500;1.8250;9.9337;
345.51;0;0;0;54;12;14;12;14;13;4C3;13C;3C0;3.2;30.5;78.0;14.4;5.5;76.3;0.2471;0.3543;0.0750;2.3000;9.9570;
345.76;0;0;0;54;12;14;12;14;13;4D6;13C;3C0;3.2;30.5;78.0;14.4;5.5;76.3;0.2549;0.3440;0.1500;1.9750;10.1122;
346.01;0;0;0;55;13;15;12;14;13;4E4;13C;3C0;3.2;30.4;80.5;14.4;5.5;76.3;0.2588;0.3259;0.1750;2.0500;10.5543;
346.26;0;0;0;55;13;15;13;15;14;4F5;13C;3C0;3.2;30.3;83.0;14.4;5.5;76.3;0.2588;0.3183;0.2000;2.0750;11.0298;
346.51;0;0;0;55;13;15;13;15;14;503;13C;3C0;3.2;30.3;83.5;14.4;5.5;76.3;0.2588;0.3148;0.2250;2.0750;11.2187;
